gene_id	LAU125_TPM	LAU125_FPKM	LAU355_TPM	LAU355_FPKM	LAU1255_TPM	LAU1255_FPKM	LAU1314_TPM	LAU1314_FPKM
ENSG00000087448	11.71	8.69	4.08	3.62	3.51	3.24	3.75	3.23
ENSG00000087460	897.04	665.48	746.52	662.18	532.41	491.93	709.71	611.06
ENSG00000087470	39.51	29.31	19.24	17.07	17.56	16.23	19.55	16.83
ENSG00000087494	15.09	11.19	0.09	0.08	0.11	0.1	0.26	0.23
ENSG00000087495	0.22	0.16	0.04	0.04	0.14	0.13	0.05	0.04
ENSG00000087502	71.59	53.11	24.44	21.68	23.69	21.89	28.79	24.79
ENSG00000087510	6.54	4.85	0	0	9.33	8.62	0.33	0.28
ENSG00000087586	22.31	16.55	8.77	7.78	11.56	10.68	18.25	15.71
ENSG00000087589	0.15	0.11	6.19	5.49	4.55	4.21	3.03	2.61
ENSG00000087842	368.82	273.62	0.54	0.48	123.95	114.53	0.88	0.76
ENSG00000087884	18.72	13.89	4.13	3.67	35.1	32.43	5.84	5.03
ENSG00000087903	0.66	0.49	0.18	0.16	0.23	0.22	0.19	0.17
ENSG00000087916	0	0	0.12	0.11	0	0	0	0
ENSG00000087995	15.8	11.72	6.94	6.15	7.29	6.74	7.43	6.4
ENSG00000088002	0.02	0.02	0.05	0.05	0.09	0.09	0.02	0.02
ENSG00000088035	12.27	9.11	8.67	7.69	4.81	4.44	11.86	10.21
ENSG00000088038	16.51	12.25	26.23	23.27	16.06	14.84	25.56	22.01
ENSG00000088053	0.13	0.09	0.19	0.17	0	0	0.03	0.03
ENSG00000088179	7.27	5.39	28.32	25.12	11.14	10.29	30.02	25.85
ENSG00000088205	72.17	53.54	70.45	62.49	42.3	39.08	89.67	77.21
ENSG00000088247	69.23	51.36	40.89	36.27	56.8	52.48	55.46	47.75
ENSG00000088256	11.23	8.33	1.21	1.07	5.29	4.89	1.26	1.09
ENSG00000088280	8.45	6.27	1.08	0.96	7.03	6.5	2.12	1.82
ENSG00000088298	15.32	11.36	23.58	20.92	14.64	13.53	19.61	16.88
ENSG00000088305	1.05	0.78	0.49	0.43	0.57	0.53	0.72	0.62
ENSG00000088320	0.01	0.01	0	0	0.03	0.03	0	0
ENSG00000088325	45.75	33.94	13.35	11.84	17.44	16.11	31.08	26.76
ENSG00000088340	2.81	2.09	0.11	0.09	0.2	0.19	0.14	0.12
ENSG00000088356	15.15	11.24	10.26	9.1	8.19	7.57	10.36	8.92
ENSG00000088367	23.4	17.36	0.72	0.64	5.25	4.85	0.84	0.73
ENSG00000088386	0.66	0.49	0.33	0.29	0.03	0.03	0.06	0.05
ENSG00000088387	10.87	8.06	32.03	28.41	13.02	12.03	33.25	28.63
ENSG00000088448	56.42	41.86	48.48	43	20.66	19.09	66.67	57.41
ENSG00000088451	52.69	39.09	9.12	8.09	6.42	5.94	11.86	10.21
ENSG00000088538	0.03	0.02	0.13	0.12	0.1	0.09	0.2	0.18
ENSG00000088543	9.1	6.75	3.02	2.68	7.18	6.64	2.57	2.21
ENSG00000088682	46.72	34.66	10.39	9.22	19.12	17.67	12.99	11.19
ENSG00000088726	0	0	0	0	1.57	1.45	0	0
ENSG00000088727	4.12	3.06	2.07	1.83	4.58	4.23	2.12	1.83
ENSG00000088756	0.38	0.28	0.15	0.14	0.93	0.86	0.14	0.12
ENSG00000088766	35.43	26.28	20.74	18.4	15.1	13.95	22.63	19.48
ENSG00000088782	0	0	0	0	0	0	0	0
ENSG00000088808	4.21	3.12	4.31	3.82	3.22	2.98	4.06	3.49
ENSG00000088812	32.78	24.32	8.85	7.85	12.87	11.89	7.66	6.59
ENSG00000088826	20.98	15.56	0.59	0.52	3.99	3.69	0.47	0.41
ENSG00000088827	0.13	0.1	5.54	4.91	4.13	3.81	0.2	0.17
ENSG00000088832	236.49	175.44	159.26	141.26	228.53	211.16	188.6	162.38
ENSG00000088833	95.3	70.7	45	39.92	65.87	60.86	63.38	54.57
ENSG00000088836	0.11	0.08	0.05	0.05	0.12	0.11	0.08	0.07
ENSG00000088854	7.86	5.83	1.87	1.65	3.75	3.47	2.4	2.07
ENSG00000088876	8.26	6.12	6.29	5.58	4.25	3.92	7.41	6.38
ENSG00000088881	0.28	0.21	0.33	0.29	0.12	0.11	0.82	0.7
ENSG00000088882	1.87	1.39	0.56	0.5	0.14	0.13	0.61	0.53
ENSG00000088888	7.73	5.73	7.42	6.58	7.6	7.02	7.83	6.74
ENSG00000088899	1.29	0.96	0.5	0.45	2.04	1.88	0.22	0.19
ENSG00000088926	0	0	0.08	0.07	0	0	0.03	0.03
ENSG00000088930	70.48	52.28	42.29	37.51	31.96	29.53	47.39	40.8
ENSG00000088970	16.41	12.17	16.68	14.8	11.58	10.7	16.95	14.6
ENSG00000088986	257.87	191.3	100.38	89.04	158.94	146.85	164.49	141.63
ENSG00000088992	0.17	0.12	9.51	8.44	3.57	3.3	6.54	5.63
ENSG00000089006	139.96	103.83	124.68	110.6	103.9	96	162.51	139.92
ENSG00000089009	1531.08	1135.85	2371.17	2103.28	900.43	831.98	2261.67	1947.3
ENSG00000089012	0.66	0.49	50.52	44.81	44.31	40.95	55.53	47.81
ENSG00000089022	22.21	16.48	25.29	22.43	14.86	13.73	21.73	18.71
ENSG00000089041	56.2	41.69	5.2	4.61	22.42	20.71	2.67	2.3
ENSG00000089048	23.34	17.31	8.78	7.79	8.76	8.09	11.46	9.87
ENSG00000089050	17.82	13.22	7.35	6.52	8.8	8.13	8.8	7.57
ENSG00000089053	55.37	41.08	54.03	47.93	45.94	42.45	53.36	45.94
ENSG00000089057	25.72	19.08	25.73	22.82	19.46	17.98	14.27	12.29
ENSG00000089060	3	2.23	8.3	7.36	3.99	3.69	5.66	4.88
ENSG00000089063	212.4	157.57	89.6	79.47	106.58	98.48	92.48	79.62
ENSG00000089091	1.79	1.33	2.04	1.81	1.55	1.43	1.19	1.02
ENSG00000089094	7.89	5.85	15.49	13.74	6.18	5.71	14.99	12.9
ENSG00000089101	0.26	0.19	0.08	0.07	3.02	2.79	0.37	0.31
ENSG00000089116	0	0	0	0	0	0	0	0
ENSG00000089123	11.32	8.4	8.05	7.14	5.75	5.32	11.22	9.66
ENSG00000089127	10.09	7.49	19.35	17.16	19.06	17.61	18.97	16.34
ENSG00000089154	9.87	7.32	10.63	9.43	8.6	7.95	14.6	12.57
ENSG00000089157	1370.77	1016.93	1864.75	1654.08	1334.82	1233.35	1936.04	1666.93
ENSG00000089159	49.27	36.55	11.89	10.54	21.67	20.02	11.14	9.59
ENSG00000089163	0.6	0.45	0.23	0.21	0.28	0.26	0.61	0.52
ENSG00000089169	0.02	0.01	0.23	0.2	0.06	0.06	0.07	0.06
ENSG00000089177	21.43	15.9	4.58	4.06	4.65	4.3	5.14	4.43
ENSG00000089195	15.55	11.54	20.41	18.11	14.63	13.52	20.67	17.8
ENSG00000089199	0.1	0.07	2.1	1.86	1.98	1.83	1.18	1.02
ENSG00000089220	229.12	169.98	108.84	96.54	256.53	237.03	130.37	112.25
ENSG00000089225	0	0	0	0	0	0	0	0
ENSG00000089234	11.63	8.63	10.17	9.02	6.19	5.72	9.94	8.56
ENSG00000089248	99.03	73.47	257.47	228.39	111.6	103.12	263.38	226.77
ENSG00000089250	0.03	0.02	0.04	0.03	0	0	0.03	0.02
ENSG00000089280	236.7	175.6	244.31	216.71	140.51	129.83	245.26	211.17
ENSG00000089289	50.35	37.35	74.87	66.42	52.1	48.14	73.03	62.87
ENSG00000089327	74.73	55.44	470.99	417.78	126.95	117.3	469.76	404.46
ENSG00000089335	16.1	11.94	11.48	10.19	8.23	7.6	15.95	13.73
ENSG00000089336	3.75	2.78	3.02	2.68	3.07	2.84	3.9	3.36
ENSG00000089351	11.12	8.25	18.82	16.69	13.17	12.17	17.56	15.12
ENSG00000089356	186.83	138.6	0.02	0.01	7.44	6.88	1.03	0.89
ENSG00000089472	1.31	0.97	0.02	0.01	0.53	0.49	0.06	0.05
ENSG00000089486	6.27	4.65	9.02	8	5.06	4.67	6.27	5.4
ENSG00000089505	0.68	0.5	0.31	0.28	0.1	0.09	0.59	0.51
ENSG00000089558	0.05	0.03	0.56	0.49	0.04	0.04	0.25	0.21
ENSG00000089597	236.58	175.51	129.01	114.43	75.99	70.21	131.18	112.95
ENSG00000089639	0.98	0.73	22.43	19.9	5	4.62	25.57	22.02
ENSG00000089682	16.03	11.9	10.99	9.74	9.23	8.53	11.43	9.84
ENSG00000089685	25.73	19.09	5.58	4.95	9.35	8.64	13.39	11.53
ENSG00000089692	0.15	0.11	3.49	3.09	21.81	20.15	5.45	4.69
ENSG00000089693	94.65	70.22	47.92	42.51	69.81	64.51	57.56	49.56
ENSG00000089723	1.73	1.28	0.66	0.58	0.72	0.67	0.2	0.17
ENSG00000089737	81.15	60.2	120.94	107.27	106.57	98.47	122.11	105.14
ENSG00000089775	4.46	3.31	19.11	16.95	6.11	5.64	16.45	14.16
ENSG00000089818	21.72	16.11	10.62	9.42	11.91	11.01	11.31	9.73
ENSG00000089820	1.45	1.07	19.83	17.59	10.16	9.38	15.02	12.93
ENSG00000089847	0.27	0.2	0.1	0.09	0.09	0.08	0.07	0.06
ENSG00000089876	11.21	8.32	5.85	5.19	13.67	12.64	6.27	5.4
ENSG00000089902	11.92	8.84	10.78	9.57	7.02	6.49	12.8	11.02
ENSG00000089916	16.99	12.6	10.76	9.55	6.6	6.1	10.35	8.91
ENSG00000090006	7.35	5.45	3.5	3.11	4.1	3.79	2.9	2.5
ENSG00000090013	22.45	16.65	10.38	9.21	22.71	20.99	4.87	4.19
ENSG00000090020	19.35	14.36	13.36	11.85	21.29	19.67	11.25	9.68
ENSG00000090054	68.9	51.12	44.86	39.79	38.19	35.29	44.53	38.34
ENSG00000090060	74.64	55.38	58.42	51.82	40.7	37.61	81.98	70.59
ENSG00000090061	34.74	25.77	44.45	39.43	34.58	31.95	49.93	42.99
ENSG00000090097	7.76	5.76	4.68	4.15	16.15	14.92	3.67	3.16
ENSG00000090104	71.64	53.15	464.03	411.6	1112.81	1028.22	471.45	405.92
ENSG00000090238	4.31	3.19	23.53	20.88	10.09	9.32	25.13	21.64
ENSG00000090263	139.95	103.82	46.41	41.17	53.79	49.7	49.32	42.47
ENSG00000090266	119.11	88.36	54.21	48.08	56.48	52.19	71.7	61.73
ENSG00000090269	2.17	1.61	0.08	0.07	10.73	9.91	0.58	0.5
ENSG00000090273	65.45	48.55	39.86	35.36	44.3	40.94	47.84	41.19
ENSG00000090316	12.34	9.15	11.97	10.62	5.42	5.01	12.32	10.61
ENSG00000090339	125.33	92.98	35.51	31.49	104.2	96.28	25.29	21.77
ENSG00000090372	14.74	10.94	8.81	7.82	9.34	8.63	10.18	8.77
ENSG00000090376	1.34	0.99	0.84	0.75	0.43	0.4	2.67	2.3
ENSG00000090382	19.28	14.3	765.46	678.98	451.56	417.23	294.05	253.17
ENSG00000090402	0	0	0.02	0.01	0	0	0	0
ENSG00000090432	27.74	20.58	7.61	6.75	11.66	10.78	6.79	5.85
ENSG00000090447	2.25	1.67	2.57	2.28	1.97	1.82	3.02	2.6
ENSG00000090470	14.85	11.02	14.29	12.68	12.69	11.73	15.39	13.25
ENSG00000090487	51.44	38.16	46.42	41.18	42.61	39.37	51.16	44.05
ENSG00000090512	0	0	0	0	0.1	0.09	0	0
ENSG00000090520	112.76	83.65	68.13	60.43	88.07	81.37	76.76	66.09
ENSG00000090530	0.22	0.16	2.26	2.01	0.82	0.76	1.93	1.66
ENSG00000090534	0.02	0.02	0.01	0.01	0	0	0	0
ENSG00000090539	0.08	0.06	0.14	0.12	0.15	0.14	0.17	0.14
ENSG00000090554	0.68	0.51	12.57	11.15	4.39	4.06	10.28	8.85
ENSG00000090565	10.01	7.43	5.33	4.73	6.8	6.28	4.89	4.21
ENSG00000090581	35.46	26.3	15.76	13.98	31.38	29	17.48	15.05
ENSG00000090612	16.31	12.1	11.64	10.33	7.93	7.33	9.88	8.51
ENSG00000090615	7.23	5.36	5.94	5.27	4.46	4.12	6.86	5.9
ENSG00000090621	203.4	150.89	206.16	182.87	191.9	177.31	154.51	133.03
ENSG00000090659	0.11	0.08	2.57	2.28	1.85	1.71	0.32	0.28
ENSG00000090661	18.48	13.71	26.53	23.53	9.32	8.61	23.55	20.28
ENSG00000090674	7.27	5.39	4.1	3.64	8.29	7.66	2.19	1.89
ENSG00000090686	116.38	86.34	32.77	29.07	32.06	29.62	39.32	33.85
ENSG00000090776	6.56	4.87	0.77	0.68	1	0.92	1.05	0.91
ENSG00000090857	19.44	14.42	10.95	9.71	11.95	11.04	12.43	10.71
ENSG00000090861	98.07	72.75	20.45	18.14	40.08	37.04	28.6	24.63
ENSG00000090863	39.94	29.63	20.61	18.28	20.05	18.52	22.27	19.17
ENSG00000090889	19.81	14.7	2.37	2.11	4.67	4.31	6.11	5.26
ENSG00000090905	14.15	10.5	13.13	11.65	8.29	7.66	14.11	12.15
ENSG00000090920	0.07	0.05	1.85	1.64	0.41	0.38	1.31	1.13
ENSG00000090924	2.61	1.94	14.28	12.67	7.49	6.92	15.79	13.59
ENSG00000090932	0.18	0.13	0.09	0.08	0.1	0.09	0.14	0.12
ENSG00000090971	3.53	2.62	1.21	1.07	3.69	3.41	1.54	1.33
ENSG00000090975	1.23	0.91	5.91	5.24	1.92	1.78	3.52	3.03
ENSG00000090989	24.89	18.47	15.24	13.52	11.8	10.9	17.34	14.93
ENSG00000091009	28.29	20.99	29.71	26.36	13.21	12.2	29.86	25.71
ENSG00000091010	0.02	0.02	0	0	0	0	0.06	0.05
ENSG00000091039	49.76	36.92	31.21	27.69	19.79	18.28	43.54	37.48
ENSG00000091073	2.01	1.49	7.69	6.82	3.27	3.02	8.19	7.05
ENSG00000091106	0.33	0.24	1.66	1.47	0.97	0.9	1.09	0.94
ENSG00000091127	20.1	14.91	3.4	3.02	5.16	4.77	5.99	5.16
ENSG00000091128	0.25	0.18	0.7	0.62	0.17	0.16	0.86	0.74
ENSG00000091129	40.12	29.76	0.82	0.72	1.76	1.62	1.21	1.04
ENSG00000091136	210.99	156.53	1.31	1.16	14.55	13.44	3.07	2.65
ENSG00000091137	4.02	2.98	0.09	0.08	0.46	0.42	0.36	0.31
ENSG00000091138	0.16	0.12	0.02	0.01	0	0	0	0
ENSG00000091140	148.62	110.25	33.28	29.52	34.43	31.82	39.42	33.94
ENSG00000091157	7.94	5.89	7.49	6.64	4.32	3.99	8.04	6.92
ENSG00000091164	15.66	11.62	9.95	8.83	10.2	9.43	11.04	9.51
ENSG00000091181	0.01	0.01	0.78	0.69	0.05	0.05	0.49	0.42
ENSG00000091262	0	0	0.03	0.03	0	0	0.03	0.02
ENSG00000091317	44.28	32.85	70.65	62.67	51.7	47.77	74.55	64.19
ENSG00000091409	22.07	16.37	28.58	25.35	37.09	34.27	15.38	13.24
ENSG00000091428	9.72	7.21	0.56	0.5	0.08	0.07	0.81	0.7
ENSG00000091436	12.27	9.1	5.56	4.93	3.41	3.15	7.61	6.55
ENSG00000091482	0.03	0.02	0	0	0.55	0.51	0	0
ENSG00000091483	71.19	52.81	26.67	23.66	31.26	28.88	29.73	25.6
ENSG00000091490	4.56	3.39	245.75	217.98	38.26	35.36	288.01	247.98
ENSG00000091513	307.96	228.47	0.36	0.32	154.64	142.89	3.77	3.24
ENSG00000091527	94.52	70.12	177.6	157.53	153.08	141.44	201.94	173.87
ENSG00000091536	0.24	0.18	0.11	0.1	0.21	0.2	0.06	0.05
ENSG00000091542	39.17	29.06	37.31	33.09	19.53	18.05	39.74	34.21
ENSG00000091583	0.02	0.02	0.02	0.02	0	0	0	0
ENSG00000091592	0.93	0.69	21.92	19.44	4.47	4.13	16.77	14.44
ENSG00000091622	0.03	0.03	0.1	0.08	0.07	0.06	0.06	0.05
ENSG00000091640	48.8	36.21	32.31	28.66	24.93	23.03	37.59	32.37
ENSG00000091651	5.65	4.19	3.47	3.07	3.86	3.57	7.28	6.27
ENSG00000091656	0.12	0.09	0.01	0.01	3.64	3.36	0.06	0.05
ENSG00000091664	0.05	0.03	0	0	0	0	0	0
ENSG00000091704	0	0	0	0	0	0	0	0
ENSG00000091732	16.72	12.4	6.25	5.54	7.89	7.29	7.04	6.06
ENSG00000091831	2.07	1.53	1.97	1.75	0.82	0.75	1.4	1.2
ENSG00000091844	0.21	0.15	0	0	0	0	0.03	0.03
ENSG00000091879	230.11	170.71	0.15	0.13	0.08	0.08	0.1	0.08
ENSG00000091947	22.66	16.81	10.26	9.1	19.91	18.39	9.74	8.39
ENSG00000091972	106.6	79.08	13.89	12.32	20.18	18.65	28.76	24.77
ENSG00000091986	72.34	53.66	0.05	0.04	11.63	10.74	1.11	0.95
ENSG00000092009	0	0	0.16	0.14	0.16	0.15	0	0
ENSG00000092010	221.5	164.32	418.47	371.19	440.64	407.15	429.09	369.45
ENSG00000092020	21	15.58	18.89	16.75	12.63	11.67	22.49	19.37
ENSG00000092036	22.19	16.46	22.41	19.88	29.19	26.97	26.51	22.82
ENSG00000092051	0.87	0.65	0.13	0.11	0.08	0.08	0.13	0.11
ENSG00000092054	0.02	0.01	0	0	0.01	0.01	0	0
ENSG00000092067	0.02	0.01	0.28	0.25	0.03	0.03	0.34	0.29
ENSG00000092068	29.18	21.65	6.91	6.13	35.32	32.64	1.71	1.47
ENSG00000092094	16.48	12.23	15.73	13.95	15.2	14.05	23.18	19.95
ENSG00000092096	6.96	5.16	0.91	0.8	1.67	1.55	1.06	0.91
ENSG00000092098	7.3	5.42	16.51	14.64	14.38	13.29	17.45	15.02
ENSG00000092108	44.25	32.83	26.31	23.34	24.55	22.69	34.7	29.88
ENSG00000092140	9.05	6.72	9.19	8.15	2.4	2.22	11.67	10.04
ENSG00000092148	52.51	38.96	35.96	31.9	33.12	30.6	36.79	31.68
ENSG00000092199	942.38	699.12	861.73	764.37	636.03	587.68	1033.56	889.89
ENSG00000092200	0.07	0.05	0.23	0.21	0.15	0.14	0.12	0.1
ENSG00000092201	63.2	46.89	45.19	40.08	41.01	37.89	63.49	54.66
ENSG00000092203	83.05	61.61	72.05	63.91	67.93	62.76	78.53	67.62
ENSG00000092208	23.13	17.16	12.12	10.75	8.62	7.97	15.84	13.64
ENSG00000092295	0	0	0.09	0.08	0.08	0.07	0.29	0.25
ENSG00000092330	28.07	20.82	52.4	46.48	28.11	25.97	54.73	47.13
ENSG00000092345	0	0	0.21	0.19	0.01	0.01	0.11	0.09
ENSG00000092377	0.12	0.09	0	0	0	0	0	0
ENSG00000092421	15.84	11.75	0.93	0.83	12.55	11.59	0.78	0.67
ENSG00000092439	15.82	11.74	19.31	17.13	9.62	8.89	20.6	17.74
ENSG00000092445	11.92	8.84	0.01	0.01	9.72	8.98	0.3	0.26
ENSG00000092470	23.75	17.62	15.05	13.35	11.77	10.87	32.71	28.16
ENSG00000092529	102.42	75.98	4.38	3.89	188.48	174.15	5.12	4.41
ENSG00000092531	102.45	76	136.96	121.48	68.02	62.85	149.94	129.1
ENSG00000092607	0.33	0.24	0.15	0.13	0.01	0.01	0.01	0.01
ENSG00000092621	309.06	229.28	4.75	4.21	93.48	86.37	16.34	14.07
ENSG00000092758	0.54	0.4	2.95	2.62	0.39	0.36	1.79	1.54
ENSG00000092820	40.02	29.69	224.5	199.14	151.94	140.39	291.13	250.66
ENSG00000092841	954.64	708.21	732.98	650.17	893.75	825.81	794.82	684.34
ENSG00000092847	8.37	6.21	9.77	8.67	5.77	5.33	9.87	8.49
ENSG00000092850	0.04	0.03	0.03	0.02	0.05	0.05	0	0
ENSG00000092853	8.91	6.61	1.91	1.69	4.36	4.03	6.08	5.23
ENSG00000092871	4.05	3.01	16.1	14.28	7.1	6.56	15.92	13.71
ENSG00000092929	0.41	0.3	11.06	9.81	4.22	3.9	12.86	11.07
ENSG00000092931	9.98	7.4	8.94	7.93	5.92	5.47	7.54	6.5
ENSG00000092964	26.83	19.91	6.16	5.46	14.68	13.57	5.76	4.96
ENSG00000092969	16.08	11.93	1.47	1.3	0.95	0.88	0.63	0.54
ENSG00000092978	6.67	4.95	4.49	3.99	4.04	3.73	5.77	4.97
ENSG00000093000	21.53	15.97	43.03	38.17	27.14	25.08	55.9	48.13
ENSG00000093009	5.55	4.12	6	5.32	11.46	10.59	11.64	10.02
ENSG00000093010	25.21	18.7	15.87	14.08	13.51	12.49	13.79	11.87
ENSG00000093072	5.86	4.35	73.23	64.96	36.12	33.37	44.03	37.91
ENSG00000093100	18.75	13.91	39.31	34.87	31.94	29.52	39.65	34.14
ENSG00000093134	0.02	0.02	0.06	0.06	0.05	0.05	0.12	0.1
ENSG00000093144	80.48	59.71	50.75	45.02	30.94	28.58	55.52	47.8
ENSG00000093167	46.94	34.82	17.26	15.31	42.94	39.67	22.73	19.57
ENSG00000093183	41.71	30.95	19.2	17.03	39.91	36.88	19.79	17.04
ENSG00000093217	7	5.19	0.47	0.41	6.4	5.92	0.36	0.31
ENSG00000094631	32.69	24.25	17.81	15.8	24.64	22.76	23.77	20.47
ENSG00000094661	0	0	0	0	0.04	0.03	0	0
ENSG00000094755	8.88	6.58	3.78	3.35	150.05	138.65	4.05	3.49
ENSG00000094796	0	0	0	0	0	0	0	0
ENSG00000094804	17.45	12.95	4.57	4.05	12.54	11.59	9.59	8.25
ENSG00000094841	13.82	10.25	17.4	15.44	9.73	8.99	16.97	14.61
ENSG00000094880	20.98	15.56	12.08	10.71	12.77	11.8	15.56	13.4
ENSG00000094914	20.9	15.51	15.68	13.91	14.09	13.02	19.17	16.51
ENSG00000094916	29.59	21.95	11.08	9.83	7.54	6.96	15.28	13.16
ENSG00000094963	0.31	0.23	0.03	0.03	0.11	0.1	0.01	0.01
ENSG00000094975	42.03	31.18	15.46	13.71	12.81	11.84	13.22	11.38
ENSG00000095002	25.54	18.95	17.91	15.89	18.93	17.49	26.56	22.87
ENSG00000095015	19.9	14.76	41.23	36.57	11.95	11.04	35.8	30.83
ENSG00000095059	42.56	31.58	31.22	27.7	30.88	28.53	32.82	28.25
ENSG00000095066	1.44	1.07	0.85	0.75	1.34	1.24	0.87	0.75
ENSG00000095110	0.01	0.01	0	0	0.02	0.02	0	0
ENSG00000095139	124.12	92.08	84.1	74.6	49.67	45.9	100.28	86.34
ENSG00000095203	0.2	0.15	0.25	0.22	0.05	0.05	0.14	0.12
ENSG00000095209	10.66	7.91	12.18	10.8	3.83	3.54	11.26	9.69
ENSG00000095261	9.13	6.78	12.92	11.46	6.75	6.24	14.74	12.69
ENSG00000095303	0.46	0.34	9.17	8.14	2.88	2.66	13.36	11.5
ENSG00000095319	7.31	5.42	15.01	13.32	7.05	6.52	22.06	18.99
ENSG00000095321	6.65	4.94	3.04	2.69	3.76	3.48	2.92	2.51
ENSG00000095370	0.44	0.32	18.61	16.51	2.13	1.97	24.18	20.82
ENSG00000095380	27.74	20.58	19.1	16.94	29.59	27.34	24.96	21.49
ENSG00000095383	0.28	0.21	1.36	1.21	2.11	1.95	1.8	1.55
ENSG00000095397	0.75	0.56	1.16	1.03	5.83	5.38	0.74	0.63
ENSG00000095464	0.01	0.01	0.21	0.19	0	0	0.08	0.07
ENSG00000095485	6.52	4.84	12.63	11.2	9.01	8.33	15.01	12.93
ENSG00000095539	2.83	2.1	0.45	0.4	2.91	2.69	1.05	0.9
ENSG00000095564	8.42	6.25	16.62	14.75	8.06	7.45	20.58	17.72
ENSG00000095574	7.93	5.88	15.36	13.63	6.86	6.34	13.11	11.29
ENSG00000095585	2.08	1.54	112.37	99.67	12.73	11.76	133.44	114.89
ENSG00000095587	0.02	0.01	0.17	0.15	0.04	0.04	0.04	0.03
ENSG00000095596	4.23	3.14	0.02	0.02	0.14	0.13	0	0
ENSG00000095627	0	0	0.06	0.06	0.01	0	0.08	0.07
ENSG00000095637	26.27	19.49	0.63	0.55	44.58	41.19	0.25	0.22
ENSG00000095713	58.41	43.33	0.11	0.09	47.59	43.98	0.11	0.09
ENSG00000095739	21.47	15.93	1.78	1.58	138.16	127.66	2.71	2.34
ENSG00000095752	0.28	0.21	0.09	0.08	0.06	0.06	0.14	0.12
ENSG00000095777	0	0	0.02	0.02	0	0	0.08	0.07
ENSG00000095787	84.35	62.58	162.85	144.45	92.2	85.19	143.66	123.69
ENSG00000095794	10.94	8.12	28.37	25.16	64.64	59.73	18.42	15.86
ENSG00000095906	2.29	1.7	2.69	2.38	1.95	1.8	3.09	2.66
ENSG00000095917	0.12	0.09	0.93	0.82	0	0	0	0
ENSG00000095932	1.08	0.8	1.15	1.02	0.26	0.24	1.39	1.2
ENSG00000095951	3.56	2.64	21.99	19.5	8.72	8.06	13.84	11.92
ENSG00000095970	0.72	0.53	2.23	1.98	18.01	16.64	0.95	0.82
ENSG00000095981	0	0	0	0	0	0	0	0
ENSG00000096006	0	0	0	0	0	0	0	0
ENSG00000096060	26.18	19.42	56.89	50.46	53.66	49.58	48.68	41.91
ENSG00000096063	25.33	18.79	21.17	18.78	18.67	17.25	33.73	29.04
ENSG00000096070	14.57	10.81	12.11	10.74	11.52	10.64	15.87	13.66
ENSG00000096080	32.27	23.94	26.5	23.5	27.38	25.3	27.05	23.29
ENSG00000096088	0	0	0	0	0	0	0.02	0.02
ENSG00000096092	20.97	15.56	9.16	8.13	17.91	16.55	14.22	12.24
ENSG00000096093	9.55	7.09	3.19	2.83	5.47	5.05	2.85	2.45
ENSG00000096264	0	0	0.33	0.29	0.03	0.02	0.57	0.49
ENSG00000096384	1510.49	1120.58	596.67	529.26	1107.24	1023.07	686.1	590.73
ENSG00000096395	0	0	0.13	0.11	0	0	0.19	0.17
ENSG00000096401	25.22	18.71	13.95	12.37	15.15	14	17.62	15.17
ENSG00000096433	4.15	3.08	9	7.98	7.77	7.18	10.35	8.91
ENSG00000096654	5.78	4.29	9.66	8.57	8.85	8.18	9.59	8.26
ENSG00000096696	0.11	0.08	2.32	2.05	0.06	0.06	9.73	8.38
ENSG00000096717	10.38	7.7	24.83	22.02	12.52	11.57	28.2	24.28
ENSG00000096746	212.88	157.93	190.94	169.37	169.83	156.92	252.33	217.26
ENSG00000096872	22.5	16.69	9.22	8.18	6.01	5.55	10.58	9.11
ENSG00000096968	2.9	2.15	18.04	16	9.64	8.91	19.06	16.41
ENSG00000096996	0.33	0.24	12.52	11.11	8.71	8.05	14.89	12.82
ENSG00000097007	18.13	13.45	21.8	19.33	12.51	11.56	22.6	19.46
ENSG00000097021	36.14	26.81	3.94	3.49	29.05	26.85	6.88	5.93
ENSG00000097033	87.82	65.15	55.36	49.1	49.31	45.56	65.68	56.55
ENSG00000097046	9.3	6.9	5.06	4.49	6.07	5.61	9.44	8.13
ENSG00000097096	2.91	2.16	0.74	0.66	1.44	1.33	0.85	0.73
ENSG00000099139	0.07	0.05	1.86	1.65	0.32	0.29	0.2	0.17
ENSG00000099194	108.18	80.26	7.39	6.56	251.82	232.68	3.46	2.98
ENSG00000099203	6.25	4.64	4.08	3.62	5.85	5.41	4.31	3.71
ENSG00000099204	4.77	3.54	84.88	75.29	19.8	18.3	80.84	69.6
ENSG00000099219	9.2	6.82	8.07	7.16	7.36	6.8	9.42	8.11
ENSG00000099246	51.12	37.92	41.18	36.53	51.05	47.17	44.13	38
ENSG00000099250	1.19	0.88	9.41	8.35	7.41	6.85	6.84	5.89
ENSG00000099251	0.76	0.56	4	3.55	1.85	1.71	2.24	1.93
ENSG00000099256	12.72	9.44	0.76	0.68	0.63	0.58	0.27	0.23
ENSG00000099260	14.81	10.99	0.01	0.01	0.01	0.01	0.06	0.05
ENSG00000099282	3.8	2.82	3.11	2.76	6.09	5.63	1.73	1.49
ENSG00000099284	0.42	0.31	3.41	3.02	3.34	3.08	3.12	2.69
ENSG00000099290	18.45	13.68	36.61	32.47	29.22	27	30.62	26.37
