MADD	ENSG00000110514
LINC01372	ENSG00000235475
LOC100996342	ENSG00000235478
RALGPS2	ENSG00000116191
ANGPTL1	ENSG00000116194
CEP104	ENSG00000116198
FAM20B	ENSG00000116199
MIR1269B	ENSG00000265503
MIR4435-1	ENSG00000265507
MIR6069	ENSG00000274280
ADRA2B	ENSG00000274286
TBL1X	ENSG00000101849
STS	ENSG00000101846
ATG4A	ENSG00000101844
VSIG1	ENSG00000101842
PSMD10	ENSG00000101843
IFIT1	ENSG00000185745
HBD	ENSG00000223609
EBLN1	ENSG00000223601
HIST1H3E	ENSG00000274750
LOC644838	ENSG00000236780
CDHR5	ENSG00000099834
CXorf58	ENSG00000165182
PGM5-AS1	ENSG00000224958
LINC01266	ENSG00000224957
LINC01103	ENSG00000234781
LOC101928978	ENSG00000250546
LINC00458	ENSG00000234787
RNF144A	ENSG00000151692
LINC00106	ENSG00000236871
MFSD6	ENSG00000151690
ADAM17	ENSG00000151694
ITGA8	ENSG00000077943
FBLN1	ENSG00000077942
HAS2	ENSG00000170961
USP17L27	ENSG00000235780
PLAC1	ENSG00000170965
LINC00708	ENSG00000232170
DDI1	ENSG00000170967
KBTBD13	ENSG00000234438
GJD3	ENSG00000183153
LOC100129484	ENSG00000234432
LOC401177	ENSG00000250822
GPR19	ENSG00000183150
LINC01432	ENSG00000234435
ID3	ENSG00000117318
C3orf49	ENSG00000163632
PLK4	ENSG00000142731
MAP3K6	ENSG00000142733
LOC102723701	ENSG00000183154
CD52	ENSG00000169442
ASAP2	ENSG00000151693
MMGT1	ENSG00000169446
LOC284648	ENSG00000261504
MIR3198-1	ENSG00000264757
PPP2R2B	ENSG00000156475
MIR3131	ENSG00000264755
FAM120A	ENSG00000048828
PTDSS1	ENSG00000156471
PNKP	ENSG00000039650
ERP29	ENSG00000089248
TP53TG3B	ENSG00000261509
NPTX2	ENSG00000106236
LOC101927058	ENSG00000257510
MIR190A	ENSG00000211137
LOC400684	ENSG00000267213
MIR3116-1	ENSG00000263908
MIR5000	ENSG00000263909
LINC01596	ENSG00000250666
CCND1	ENSG00000110092
CPT1A	ENSG00000110090
SLC4A10	ENSG00000144290
PROSER2-AS1	ENSG00000225778
MRPS25	ENSG00000131368
APP	ENSG00000142192
DOPEY2	ENSG00000142197
ARMC2	ENSG00000118690
LOC100506470	ENSG00000229606
MIR1251	ENSG00000221479
SNRNP35	ENSG00000184209
C22orf46	ENSG00000184208
TRPT1	ENSG00000149743
SLC22A9	ENSG00000149742
EIF4G2	ENSG00000110321
PGP	ENSG00000184207
SNORA11D	ENSG00000221475
MIR1827	ENSG00000221476
RPRD2	ENSG00000163125
PIWIL4	ENSG00000134627
ANKRD23	ENSG00000163126
NEURL3	ENSG00000163121
AHCYL1	ENSG00000168710
SBSN	ENSG00000189001
ADAT2	ENSG00000189007
GBP4	ENSG00000162654
OR5P3	ENSG00000182334
ATXN7L2	ENSG00000162650
PRAMEF8	ENSG00000182330
LIPF	ENSG00000182333
NDEL1	ENSG00000166579
IQCD	ENSG00000166578
DHRS4-AS1	ENSG00000215256
GRIA4	ENSG00000152578
GOLGA8B	ENSG00000215252
FASTKD5	ENSG00000215251
TMIE	ENSG00000181585
LOXL3	ENSG00000115318
LOC101928942	ENSG00000251059
LOC105378349	ENSG00000259267
RTN4	ENSG00000115310
HTRA2	ENSG00000115317
MEX3D	ENSG00000181588
DNAJA2	ENSG00000069345
N4BP2L1	ENSG00000139597
DGUOK	ENSG00000114956
INTS2	ENSG00000108506
CAMTA2	ENSG00000108509
MIR548T	ENSG00000221296
WDR1	ENSG00000071127
GALNT6	ENSG00000139629
TAF5	ENSG00000148835
PAOX	ENSG00000148832
FAHD1	ENSG00000180185
MAP3K12	ENSG00000139625
CERS5	ENSG00000139624
MED14	ENSG00000180182
ITGB7	ENSG00000139626
MAP4K3	ENSG00000011566
UBAP1	ENSG00000165006
KRT79	ENSG00000185640
LOC105378721	ENSG00000266993
LOC101929076	ENSG00000245719
SIRPB1	ENSG00000101307
MYLK2	ENSG00000101306
ZNRF2	ENSG00000180233
C1orf123	ENSG00000162384
MAGOH	ENSG00000162385
SLC1A7	ENSG00000162383
C1QTNF9B-AS1	ENSG00000281899
MAP2K2	ENSG00000126934
BCL9L	ENSG00000186174
ZNF268	ENSG00000090612
UTP11	ENSG00000183520
PSMG1	ENSG00000183527
GOLGA3	ENSG00000090615
ST7-AS1	ENSG00000227199
POLA2	ENSG00000014138
MIR663AHG	ENSG00000227195
CYTOR	ENSG00000222041
NR5A2	ENSG00000116833
TTF2	ENSG00000116830
NMRK2	ENSG00000077009
GTF2IRD1	ENSG00000006704
BRI3BP	ENSG00000184992
TTTY13	ENSG00000184991
SIVA1	ENSG00000184990
IFNE	ENSG00000184995
SLC22A10	ENSG00000184999
OTUD6B	ENSG00000155100
GCLC	ENSG00000001084
LOC100129940	ENSG00000197301
DDX50	ENSG00000107625
RNF123	ENSG00000164068
INTU	ENSG00000164066
BSN	ENSG00000164061
APEH	ENSG00000164062
RESP18	ENSG00000182698
TTTY9A	ENSG00000242153
CENPM	ENSG00000100162
3-Sep	ENSG00000100167
LSM12	ENSG00000161654
LOC105369507	ENSG00000256315
ANGPTL6	ENSG00000130812
NAGS	ENSG00000161653
IZUMO2	ENSG00000161652
PANK2	ENSG00000125779
LINC00968	ENSG00000246430
GPCPD1	ENSG00000125772
DNMT1	ENSG00000130816
SDCBP2	ENSG00000125775
SYS1-DBNDD2	ENSG00000254806
GLI3	ENSG00000106571
TM4SF19	ENSG00000273331
DEK	ENSG00000124795
TYRO3	ENSG00000092445
SNORA31	ENSG00000199477
DSCAM-AS1	ENSG00000235123
FLJ13224	ENSG00000177340
LOC100130331	ENSG00000237250
POF1B	ENSG00000124429
MAGI1-AS1	ENSG00000240175
WBP11	ENSG00000084463
USP22	ENSG00000124422
RCCD1	ENSG00000166965
MAP1A	ENSG00000166963
CCDC178	ENSG00000166960
MS4A15	ENSG00000166961
TMEM108-AS1	ENSG00000251011
AFAP1L2	ENSG00000169129
MIR4712	ENSG00000244879
ARMC4	ENSG00000169126
FAM110B	ENSG00000169122
PCDHA6	ENSG00000081842
MIR4775	ENSG00000163249
LOC101929058	ENSG00000257860
LOC100499484-C9ORF174	ENSG00000255036
RNU1-3	ENSG00000207513
PRR16	ENSG00000184838
RNU5B-1	ENSG00000200156
PLXND1	ENSG00000004399
MIB2	ENSG00000197530
MIR6747	ENSG00000276102
LOC100506691	ENSG00000256546
TEX2	ENSG00000136478
BTG4	ENSG00000137707
SLC37A4	ENSG00000137700
SPDYE7P	ENSG00000179994
POU2F3	ENSG00000137709
GAD1	ENSG00000128683
LIPC	ENSG00000166035
CEP57	ENSG00000166037
UGT1A7	ENSG00000244122
HTRA1	ENSG00000166033
RAET1E-AS1	ENSG00000268592
FYTTD1	ENSG00000122068
NPB	ENSG00000183979
MIR4300HG	ENSG00000245832
ARID1A	ENSG00000117713
SERPINA11	ENSG00000186910
LOC401442	ENSG00000282375
P2RY4	ENSG00000186912
NBPF12	ENSG00000268043
SKIV2L	ENSG00000204351
C9orf129	ENSG00000204352
MIR1236	ENSG00000204356
MRM1	ENSG00000278619
MIR8074	ENSG00000278617
C11orf98	ENSG00000278615
UNKL	ENSG00000059145
LOC101928238	ENSG00000278611
FOXL2NB	ENSG00000206262
PRR23A	ENSG00000206260
NDST2	ENSG00000272916
MRM2	ENSG00000122687
COPS5	ENSG00000121022
C16orf95	ENSG00000260456
LOC153684	ENSG00000215068
Name	ENSEMBL_GENE_ID
HMHB1	ENSG00000158497
LOC101928386	ENSG00000232377
WBP4	ENSG00000120688
AGRP	ENSG00000159723
ATP6V0D1	ENSG00000159720
ZFX-AS1	ENSG00000234230
MIR6886	ENSG00000130164
TSPAN16	ENSG00000130167
PROSER1	ENSG00000120685
UFM1	ENSG00000120686
TBC1D3	ENSG00000274611
HIST1H4F	ENSG00000274618
LOC285629	ENSG00000253417
LSAMP-AS1	ENSG00000240922
ZNF341-AS1	ENSG00000230753
PTPRC	ENSG00000081237
AARD	ENSG00000205002
FZD10	ENSG00000111432
OR1N2	ENSG00000171501
COL24A1	ENSG00000171502
ETFDH	ENSG00000171503
OR1N1	ENSG00000171505
PDIK1L	ENSG00000175087
RXFP1	ENSG00000171509
SH3RF3	ENSG00000172985
VPS13A-AS1	ENSG00000232998
RGS5	ENSG00000232995
GACAT1	ENSG00000232991
FBXO42	ENSG00000037637
MIR6797	ENSG00000276926
ATP2A3	ENSG00000074370
OR5M3	ENSG00000174937
PAXIP1-AS1	ENSG00000273344
USH2A	ENSG00000042781
SEZ6L2	ENSG00000174938
ASPHD1	ENSG00000174939
ZNF587	ENSG00000198466
TPM2	ENSG00000198467
ZNF480	ENSG00000198464
ALDH1L1	ENSG00000144908
OSBPL11	ENSG00000144909
FLVCR1-AS1	ENSG00000198468
CNBD1	ENSG00000176571
XXYLT1-AS2	ENSG00000230266
SLC31A1	ENSG00000136868
TLR4	ENSG00000136869
ZFP37	ENSG00000136866
SLC31A2	ENSG00000136867
LOC100507194	ENSG00000230269
CDK5RAP2	ENSG00000136861
ZNF793	ENSG00000188227
TUBB4B	ENSG00000188229
ADCY2	ENSG00000078295
ERMP1	ENSG00000099219
CCDC94	ENSG00000105248
RAB21	ENSG00000080371
NUMBL	ENSG00000105245
EBI3	ENSG00000105246
MIR6842	ENSG00000273836
SNORD115-13	ENSG00000273835
MIR7843	ENSG00000273830
MIR4724	ENSG00000131242
POM121L12	ENSG00000221900
GBA	ENSG00000177628
C12orf54	ENSG00000177627
FAM200A	ENSG00000221909
KRBA1	ENSG00000133619
AGAP3	ENSG00000133612
ORMDL3	ENSG00000172057
MIR6890	ENSG00000172053
PPP6C	ENSG00000119414
BFSP2-AS1	ENSG00000249993
TMEM158	ENSG00000249992
TTTY7B	ENSG00000147761
KLF11	ENSG00000172059
SERF1A	ENSG00000172058
SHPRH	ENSG00000146414
AIG1	ENSG00000146416
MTFR2	ENSG00000146410
SLC2A12	ENSG00000146411
DLX2	ENSG00000115844
BHMT	ENSG00000145692
RMDN2	ENSG00000115841
SLC25A12	ENSG00000115840
HES2	ENSG00000069812
OR4B1	ENSG00000175619
FBXO16	ENSG00000214050
GMNN	ENSG00000112312
LOC102723526	ENSG00000249662
SNORD65	ENSG00000277512
NOX3	ENSG00000074771
EYA4	ENSG00000112319
TADA2B	ENSG00000173011
HOXB-AS3	ENSG00000233101
CCDC96	ENSG00000173013
MIR6868	ENSG00000275360
TRAPPC3	ENSG00000054116
TEPP	ENSG00000159648
NOVA1	ENSG00000139910
THRAP3	ENSG00000054118
MDGA2	ENSG00000139915
FITM1	ENSG00000139914
SPAST	ENSG00000021574
PPTC7	ENSG00000196850
DDAH2	ENSG00000213722
KRT39	ENSG00000196859
ADIRF	ENSG00000148671
ANKRD1	ENSG00000148677
CSF2RB	ENSG00000100368
TMEM177	ENSG00000144120
IFT27	ENSG00000100360
PVALB	ENSG00000100362
KIAA0930	ENSG00000100364
NCF4	ENSG00000100365
SNAI2	ENSG00000019549
SHISA5	ENSG00000164054
MRPL11	ENSG00000174547
LOC101927641	ENSG00000238217
POC5	ENSG00000152359
LOC107984977	ENSG00000238212
LINC00494	ENSG00000235621
OR6K3	ENSG00000203757
TMEM244	ENSG00000203756
CTH	ENSG00000116761
SLC25A18	ENSG00000182902
ZNF721	ENSG00000182903
RGS7	ENSG00000182901
TNFRSF1A	ENSG00000067182
HAND1	ENSG00000113196
FAF2	ENSG00000113194
SPRY1	ENSG00000164056
FBXO3	ENSG00000110429
HIPK3	ENSG00000110422
KIAA1549L	ENSG00000110427
CT45A3	ENSG00000269096
MIR4690	ENSG00000266041
MIR3649	ENSG00000266043
MMP9	ENSG00000100985
VSX1	ENSG00000100987
PCIF1	ENSG00000100982
GSS	ENSG00000100983
SNORD69	ENSG00000212452
LINC00473	ENSG00000223414
TRIM49D1	ENSG00000223417
TMEM45B	ENSG00000151715
WWC2	ENSG00000151718
HOXA6	ENSG00000106006
DYX1C1-CCPG1	ENSG00000261771
HOXA5	ENSG00000106004
LFNG	ENSG00000106003
BRAT1	ENSG00000106009
SLC9A8	ENSG00000197818
PLEKHG4B	ENSG00000153404
NMRAL1	ENSG00000153406
CCDC180	ENSG00000197816
LOC101927438	ENSG00000234572
RGPD5	ENSG00000015568
STC2	ENSG00000113739
LOC101927532	ENSG00000228058
SCHLAP1	ENSG00000281131
BNIP1	ENSG00000113734
ATP6V0E1	ENSG00000113732
SLMAP	ENSG00000163681
SEC14L5	ENSG00000103184
COTL1	ENSG00000103187
ACP2	ENSG00000134575
ALX3	ENSG00000156150
KLHL4	ENSG00000102271
SGPP2	ENSG00000163082
INHBB	ENSG00000163083
CCDC140	ENSG00000163081
COX6A1	ENSG00000111775
MIR122	ENSG00000267391
RFXANK	ENSG00000064490
VN1R4	ENSG00000228567
GK5	ENSG00000175066
GBX2	ENSG00000168505
MTCL1	ENSG00000168502
LOC105373343	ENSG00000231110
TISP43	ENSG00000183292
HFE2	ENSG00000168509
MFSD11	ENSG00000092931
TCF4-AS1	ENSG00000267028
LILRA2	ENSG00000239998
KCNMB2	ENSG00000197584
LOC102724684	ENSG00000267026
EXOSC2	ENSG00000130713
ATP4B	ENSG00000186009
MIR4662B	ENSG00000263735
MIR4643	ENSG00000263734
MIR3937	ENSG00000263730
LEMD1	ENSG00000186007
RGS3	ENSG00000138835
MAPK8IP3	ENSG00000138834
ATP13A1	ENSG00000105726
GSK3A	ENSG00000105723
ERF	ENSG00000105722
LOC105373100	ENSG00000225929
HSPA2	ENSG00000126803
NOL7	ENSG00000225921
LOC105378049	ENSG00000225924
KIT	ENSG00000157404
ZNF547	ENSG00000152433
BOLL	ENSG00000152430
LINC01038	ENSG00000229011
ZNF773	ENSG00000152439
LOC100506790	ENSG00000229015
LARGE2	ENSG00000165905
LENG8-AS1	ENSG00000226696
LOC102725191	ENSG00000226690
PTPN12	ENSG00000127947
HIP1	ENSG00000127946
FOXD3	ENSG00000187140
SPATA21	ENSG00000187144
RNF220	ENSG00000187147
MIR4651	ENSG00000127948
CLCN2	ENSG00000114859
NKTR	ENSG00000114857
TNNC1	ENSG00000114854
ZBTB47	ENSG00000114853
SSR3	ENSG00000114850
ZSCAN30	ENSG00000186814
TPCN1	ENSG00000186815
GRPR	ENSG00000126010
MIR4329	ENSG00000126016
ZNF397	ENSG00000186812
LILRB4	ENSG00000186818
LOC101927809	ENSG00000260552
DLST	ENSG00000119689
LINC00616	ENSG00000248307
EPB41L5	ENSG00000115109
LTBP2	ENSG00000119681
AREL1	ENSG00000119682
TTLL5	ENSG00000119685
MLH3	ENSG00000119684
FLVCR2	ENSG00000119686
TMEM211	ENSG00000206069
LOC105370973	ENSG00000258765
DIO2-AS1	ENSG00000258766
MEX3B	ENSG00000183496
LOC100287592	ENSG00000251573
LINC01267	ENSG00000251576
SNORA14A	ENSG00000201643
LOC105379109	ENSG00000251574
TOMM70	ENSG00000154174
ABI3BP	ENSG00000154175
PGLYRP3	ENSG00000159527
DMXL2	ENSG00000104093
ZNF497	ENSG00000174586
CT45A5	ENSG00000228836
PIK3IP1-AS1	ENSG00000228839
OR10J1	ENSG00000196184
SNORA50A	ENSG00000281910
LINC01144	ENSG00000281912
LINC00158	ENSG00000185433
AQP3	ENSG00000165272
NOL6	ENSG00000165271
SH3BGR	ENSG00000185437
IFNLR1	ENSG00000185436
TRMT10B	ENSG00000165275
COQ4	ENSG00000167113
STK31	ENSG00000196335
CGB7	ENSG00000196337
SALL4	ENSG00000101115
LOC105377448	ENSG00000250195
NLGN3	ENSG00000196338
SQLE	ENSG00000104549
KLHL10	ENSG00000161594
FAM222A-AS1	ENSG00000255650
LINC01216	ENSG00000250223
TMEM132A	ENSG00000006118
SNORA7B	ENSG00000207088
LOC102724623	ENSG00000253554
CACNG3	ENSG00000006116
LOC101929341	ENSG00000253551
NUDT16P1	ENSG00000246082
LOC101929241	ENSG00000246084
LOC100287015	ENSG00000246089
XYLB	ENSG00000093217
TEAD3	ENSG00000007866
C6orf89	ENSG00000198663
SUSD6	ENSG00000100647
LGALS4	ENSG00000171747
HIF1A	ENSG00000100644
CALM1	ENSG00000198668
RLN1	ENSG00000107018
MAGEB18	ENSG00000176774
RLN2	ENSG00000107014
NCKAP5	ENSG00000176771
ANKRD66	ENSG00000230062
PSD4	ENSG00000125637
LOC154761	ENSG00000253882
CCDC93	ENSG00000125633
POLR1B	ENSG00000125630
ADGRA1	ENSG00000197177
LOC100129345	ENSG00000197176
PSMD12	ENSG00000197170
MAGEA6	ENSG00000197172
COX5A	ENSG00000178741
KRTAP5-11	ENSG00000204571
KRTAP5-10	ENSG00000204572
ABCF1	ENSG00000204574
PRR3	ENSG00000204576
LILRB3	ENSG00000204577
LOC101929237	ENSG00000248738
MIR6129	ENSG00000273500
LBP	ENSG00000129988
LOC150051	ENSG00000237594
ZEB1	ENSG00000148516
ARL1	ENSG00000120805
LOC101929704	ENSG00000272323
NUDT3	ENSG00000272325
UTP20	ENSG00000120800
KAT6B	ENSG00000156650
HECW1	ENSG00000002746
WNT16	ENSG00000002745
ANGPTL3	ENSG00000132855
KANK4	ENSG00000132854
TTTY12	ENSG00000237048
TMC6	ENSG00000141524
CARD14	ENSG00000141527
MIR6787	ENSG00000141526
COX6A2	ENSG00000156885
LCMT1	ENSG00000205629
LINC01446	ENSG00000205628
LINC01091	ENSG00000249464
MYOG	ENSG00000122180
LINC00656	ENSG00000233746
LAX1	ENSG00000122188
LOC101928725	ENSG00000245975
PSMC1	ENSG00000100764
METTL2A	ENSG00000087995
MIR518F	ENSG00000207706
PUS10	ENSG00000162927
REL	ENSG00000162924
MIR129-1	ENSG00000207705
MIR211	ENSG00000207702
MIR7-2	ENSG00000207703
MIR597	ENSG00000207701
LOC79160	ENSG00000268941
CT45A1	ENSG00000268940
MIR141	ENSG00000207708
KIAA1841	ENSG00000162929
SEH1L	ENSG00000085415
EID3	ENSG00000255150
MIR6723	ENSG00000278791
ABCA11P	ENSG00000251595
MIR6823	ENSG00000278799
PKD1L2	ENSG00000166473
TOLLIP-AS1	ENSG00000255153
IL34	ENSG00000157368
RCE1	ENSG00000173653
NBPF8	ENSG00000270231
LOC105373278	ENSG00000224521
MIR6819	ENSG00000278420
SHROOM4	ENSG00000158352
SULF1	ENSG00000137573
MEN1	ENSG00000133895
SLCO5A1	ENSG00000137571
SDCBP	ENSG00000137575
TGS1	ENSG00000137574
MBD2	ENSG00000134046
CFP	ENSG00000126759
SSX1	ENSG00000126752
UXT	ENSG00000126756
SLC22A18	ENSG00000110628
HCRTR1	ENSG00000121764
ZCCHC17	ENSG00000121766
MIR6505	ENSG00000275770
PRSS50	ENSG00000206549
PRH1-PRR4	ENSG00000275778
FOLR1	ENSG00000110195
SENP3	ENSG00000277957
MIR4508	ENSG00000265673
CSRP3	ENSG00000129170
E2F8	ENSG00000129173
SNORD114-3	ENSG00000201839
C8orf34-AS1	ENSG00000248801
AOX1	ENSG00000138356
LUM	ENSG00000139329
ABO	ENSG00000175164
CADM2	ENSG00000175161
ANKRD50	ENSG00000151458
POC1B	ENSG00000139323
TMTC3	ENSG00000139324
EYA2	ENSG00000064655
SLC12A2	ENSG00000064651
SNX24	ENSG00000064652
SPEN	ENSG00000065526
GJB4	ENSG00000189433
RASSF10	ENSG00000189431
NCR1	ENSG00000189430
NUP58	ENSG00000139496
LOC728175	ENSG00000180712
ADD2	ENSG00000075340
FAM83G	ENSG00000188522
CFAP77	ENSG00000188523
MIR4463	ENSG00000263533
SRSF10	ENSG00000188529
SLC25A14	ENSG00000102078
DNAH5	ENSG00000039139
OPN1LW	ENSG00000102076
LZTS3	ENSG00000088899
LIPE-AS1	ENSG00000213904
LTB4R2	ENSG00000213906
SLC23A3	ENSG00000213901
LTB4R	ENSG00000213903
CPZ	ENSG00000109625
PRKAB2	ENSG00000131791
CLUHP3	ENSG00000131797
MREG	ENSG00000118242
FASTKD2	ENSG00000118246
TNP1	ENSG00000118245
AASDHPPT	ENSG00000149313
FTHL17	ENSG00000132446
MCF2L	ENSG00000126217
ARNTL	ENSG00000133794
PPP3R2	ENSG00000188386
MNT	ENSG00000070444
JAKMIP3	ENSG00000188385
USP29	ENSG00000131864
PDCD1	ENSG00000188389
HSFY1	ENSG00000172468
C6orf47	ENSG00000204439
LOC102577426	ENSG00000248473
DDX11L9	ENSG00000248472
PRSS35	ENSG00000146250
C1QTNF4	ENSG00000172247
C5orf34	ENSG00000172244
NGEF	ENSG00000066248
CLEC7A	ENSG00000172243
LINC00189	ENSG00000215533
KCNJ13	ENSG00000115474
APOC3	ENSG00000110245
SYNE4	ENSG00000181392
MSL2	ENSG00000174579
KIRREL3-AS3	ENSG00000218109
ZFP36	ENSG00000128016
MIB1	ENSG00000101752
POLI	ENSG00000101751
SLC44A5	ENSG00000137968
MBD1	ENSG00000141644
IFI44	ENSG00000137965
SMAD4	ENSG00000141646
GIPC2	ENSG00000137960
ELAC1	ENSG00000141642
MORC2	ENSG00000133422
KIAA0408	ENSG00000189367
LINC00545	ENSG00000236094
LOC340581	ENSG00000236091
LRFN1	ENSG00000128011
LOC102723971	ENSG00000236543
LOC105378668	ENSG00000236546
RNF217-AS1	ENSG00000236548
LHFPL3-AS1	ENSG00000226869
FAM181A	ENSG00000140067
YPEL5	ENSG00000119801
TREX1	ENSG00000213689
TCF7L2	ENSG00000148737
PLEKHS1	ENSG00000148735
NPFFR1	ENSG00000148734
EIF4EBP2	ENSG00000148730
HIRA	ENSG00000100084
SRSF4	ENSG00000116350
GGA1	ENSG00000100083
IPO13	ENSG00000117408
NKX1-1	ENSG00000235608
MPL	ENSG00000117400
ARTN	ENSG00000117407
PDK1	ENSG00000152256
G6PC2	ENSG00000152254
SPC25	ENSG00000152253
SCAF1	ENSG00000126461
TDRD15	ENSG00000218819
FSD1L	ENSG00000106701
MIR2053	ENSG00000238399
SLC25A41	ENSG00000181240
TTPAL	ENSG00000124120
ZNF675	ENSG00000197372
OR8S1	ENSG00000197376
SLC22A5	ENSG00000197375
PLA2G15	ENSG00000103066
MIR6773	ENSG00000103067
SLC7A6	ENSG00000103064
VPS26B	ENSG00000151502
NCAPD3	ENSG00000151503
THYN1	ENSG00000151500
SLC7A6OS	ENSG00000103061
TGFB1I1	ENSG00000140682
PTGER1	ENSG00000160951
MUM1	ENSG00000160953
RECQL4	ENSG00000160957
LRRC14	ENSG00000160959
SEMA3F-AS1	ENSG00000235016
HTR3E-AS1	ENSG00000238020
HLCS	ENSG00000159267
ISL1	ENSG00000016082
NR1H4	ENSG00000012504
VPREB1	ENSG00000169575
DTWD2	ENSG00000169570
WWC2-AS2	ENSG00000251359
LVCAT1	ENSG00000251350
MIR3178	ENSG00000266232
MIR3176	ENSG00000266235
KEL	ENSG00000197993
CLEC9A	ENSG00000197992
PCDH20	ENSG00000197991
PSME1	ENSG00000092010
MIR941-1	ENSG00000215946
MIR892A	ENSG00000215943
LYRM4-AS1	ENSG00000272142
CATIP-AS1	ENSG00000225062
ZNF593	ENSG00000142684
KIAA0319L	ENSG00000142687
C1orf216	ENSG00000142686
MIR1302-7	ENSG00000221768
FAM19A3	ENSG00000184599
ADAM33	ENSG00000149451
SLC22A8	ENSG00000149452
MIR548J	ENSG00000221760
MIR1289-1	ENSG00000221763
NR2F2-AS1	ENSG00000247809
CDK6	ENSG00000105810
LINC00977	ENSG00000250400
LGR5	ENSG00000139292
PRAMEF11	ENSG00000239810
DNAJB5-AS1	ENSG00000281491
CCIN	ENSG00000185972
TMLHE	ENSG00000185973
GRK1	ENSG00000185974
SLC39A12-AS1	ENSG00000226083
RNU6-7	ENSG00000201654
GPR132	ENSG00000183484
MIR4686	ENSG00000265258
MX2	ENSG00000183486
NUAK2	ENSG00000163545
C9orf92	ENSG00000205549
TMEM256	ENSG00000205544
TMSB4X	ENSG00000205542
DHRS3	ENSG00000162496
WFIKKN1	ENSG00000127578
FAM225B	ENSG00000225684
PDPN	ENSG00000162493
DRAXIN	ENSG00000162490
PKD2	ENSG00000118762
ID2	ENSG00000115738
MIR6783	ENSG00000278223
MIR6511A2	ENSG00000278221
PRICKLE4	ENSG00000278224
TMEM130	ENSG00000166448
LINC01391	ENSG00000244578
RPL27A	ENSG00000166441
ST5	ENSG00000166444
AP1S2	ENSG00000182287
CDYL2	ENSG00000166446
LINC00582	ENSG00000229228
C2CD2	ENSG00000157617
NME1-NME2	ENSG00000011052
CREB3L1	ENSG00000157613
KANK3	ENSG00000186994
TBC1D1	ENSG00000065882
CUL1	ENSG00000055130
DUX4	ENSG00000260596
RBM26-AS1	ENSG00000227354
COL6A6	ENSG00000206384
PAPPA	ENSG00000182752
IQCF4	ENSG00000224792
MAFA	ENSG00000182759
MIR4479	ENSG00000266507
ZFP91	ENSG00000186660
BCDIN3D	ENSG00000186666
C17orf58	ENSG00000186665
PCID2	ENSG00000126226
LOC100507487	ENSG00000251432
LRRC24	ENSG00000254402
LOC101928404	ENSG00000232892
PLK2	ENSG00000145632
MIR10A	ENSG00000257178
SPOCK3	ENSG00000196104
ZNF676	ENSG00000196109
LOC102724020	ENSG00000256803
LOC100130111	ENSG00000256802
TUBA3FP	ENSG00000161149
MIR3201	ENSG00000266508
SBK3	ENSG00000231274
DPY19L2P2	ENSG00000170629
GTSF1	ENSG00000170627
SGCD	ENSG00000170624
TMEM165	ENSG00000134851
PDGFRA	ENSG00000134853
CLOCK	ENSG00000134852
NLRP8	ENSG00000179709
GAS1	ENSG00000180447
SNORA68	ENSG00000207166
SNORA70	ENSG00000207165
ZNF157	ENSG00000147117
SNORA15	ENSG00000207168
UGT1A3	ENSG00000243135
LRRC55	ENSG00000183908
PSG4	ENSG00000243137
PSG11	ENSG00000243130
LRRC3	ENSG00000160233
LOC100506314	ENSG00000247498
LINC01097	ENSG00000281202
TNFRSF12A	ENSG00000006327
CDC45	ENSG00000093009
CPM	ENSG00000135678
MYOF	ENSG00000138119
BRPF3	ENSG00000096070
NUP50	ENSG00000093000
MDM2	ENSG00000135679
COL9A3	ENSG00000092758
HDAC9	ENSG00000048052
SLC22A3	ENSG00000146477
CHMP6	ENSG00000176108
YES1	ENSG00000176105
SSNA1	ENSG00000176101
CSTF3	ENSG00000176102
DNM3OS	ENSG00000230630
LOC101929717	ENSG00000243795
LOC100505625	ENSG00000248677
SPRED2	ENSG00000198369
LY75-CD302	ENSG00000248672
ALG1L9P	ENSG00000248671
KCNQ1DN	ENSG00000237941
ZNF518A	ENSG00000177853
TMEM187	ENSG00000177854
ASPH	ENSG00000198363
CCL16	ENSG00000275152
MIR377	ENSG00000199015
MIR1-1	ENSG00000199017
MIR412	ENSG00000199012
SPRR2A	ENSG00000241794
TRIM56	ENSG00000169871
DSP	ENSG00000096696
ZDHHC19	ENSG00000163958
SLC51A	ENSG00000163959
LRPAP1	ENSG00000163956
SLBP	ENSG00000163950
POP5	ENSG00000167272
CASC16	ENSG00000249231
CDC25B	ENSG00000101224
MIR5704	ENSG00000265859
MIR4514	ENSG00000265855
SLC16A14	ENSG00000163053
MIR4797	ENSG00000265850
NDUFV1	ENSG00000167792
PIH1D2	ENSG00000150773
CSPG4P1Y	ENSG00000240450
TUSC8	ENSG00000237361
CFAP206	ENSG00000272514
ARRB2	ENSG00000141480
H2AFB3	ENSG00000277745
SRRM1	ENSG00000133226
SLC13A5	ENSG00000141485
MIR5708	ENSG00000265588
ADGRE4P	ENSG00000268758
SCGB1B2P	ENSG00000268751
MIR3978	ENSG00000265584
ANTXRL	ENSG00000274209
GALNT5	ENSG00000136542
SCN7A	ENSG00000136546
TNS1	ENSG00000079308
TMEM217	ENSG00000172738
DAND5	ENSG00000179284
MUS81	ENSG00000172732
PURG	ENSG00000172733
LRRC20	ENSG00000172731
LINC00571	ENSG00000223685
