gene_symbol	B_cells	Blood_CD34._cells	Dendritic_cells	Eosinophils	Fibroblasts	Keratinocytes	Lymphatic_endothelial_cells	Macrophages	Monocytes	NK_cells	Neutrophils	Plasma_cells_CD138.	Platelets	Reticulocytes	Subcutaneous_Adipose	T_cells_CD3.	T_cells_CD4.	T_cells_CD8.	T_cells_Gamma_Delta	T_cells_Regulatory	Vascular_Endothelial_Cells
GRB14	0.086854	0.073507	0.037803	0.12913	0.15347	0.311686	0.344043	0.034007	0.099122	0.019222	0.06598	0.134082	2.516602	0.169741	0.294497	0.055032	0.02845	0.070362	0.0	0.042223	0.626805
GREM1	0.014807	0.008154	0.13439	0.060808	2.744995	0.053994	0.006136	0.390866	0.080348	0.012489	0.011402	0.016725	0.038887	0.05179	0.406421	0.011945	0.007615	0.037742	0.010723	0.011402	0.072547
GVIN1	0.716576	0.156958	0.134301	0.428245	0.007099	0.069493	0.055745	0.153852	0.210028	0.822763	0.487888	0.151268	0.309952	0.108896	0.085345	1.19187	0.820726	0.575072	0.453119	0.804473	0.07641
GVINP1	1.63227	0.368382	0.418368	2.111212	0.011765	0.0	0.174097	0.695797	0.826058	1.915715	1.310399	0.748235	1.273957	0.137157	0.648362	2.356998	2.065674	1.903804	1.728894	1.399372	0.383367
GYPA	0.134251	0.529411	0.135484	0.358268	0.119527	0.100112	0.142078	0.127281	0.139602	0.149114	0.191131	0.277943	0.363866	2.215137	0.064377	0.108576	0.10454	0.165373	0.112623	0.108172	0.083725
GYPB	0.286914	0.656597	0.318537	0.917825	0.264265	0.244519	0.262913	0.321307	0.326394	0.331955	0.416438	0.470266	0.540229	2.353457	0.182406	0.257963	0.286004	0.36983	0.300611	0.300611	0.247649
GZMA	0.144416	0.103415	0.141813	0.02602	0.006642	0.0	0.077792	0.196903	0.260927	2.651801	0.373272	0.059401	0.958857	0.092927	0.254849	1.172743	0.961848	1.808145	2.788797	0.472226	0.018278
GZMB	0.185475	0.220117	0.206535	0.035683	0.016764	0.023111	0.035374	0.318529	0.507917	2.682706	0.513204	0.140429	0.78915	0.199717	0.215889	1.046145	0.693322	1.569835	2.808872	0.087698	0.021443
GZMH	0.192247	0.153387	0.181635	0.077415	0.052116	0.060909	0.060048	0.243134	0.340855	2.275811	0.519212	0.283766	1.031943	0.399285	0.256039	1.291701	0.588832	2.201346	2.657236	0.153387	0.069998
GZMK	0.129494	0.083853	0.210852	0.088174	0.062728	0.018543	0.0	0.245342	0.305565	1.64197	0.508984	0.243016	0.726685	0.505346	0.264616	1.597913	1.13127	2.12857	2.647884	0.545122	0.037022
HAS2	0.026606	0.094019	0.064907	0.128259	2.312599	0.114933	0.024392	0.071465	0.065234	0.08236	0.078387	0.094689	0.127229	0.220831	0.644204	0.02534	0.036146	0.061967	0.0	0.02534	0.053191
HBB	0.380157	1.433558	0.162907	0.347774	0.007671	0.044717	0.222393	0.175023	0.742332	0.369858	1.466236	0.802419	1.532374	2.413093	2.072633	0.826216	0.352446	0.754441	0.048346	0.346951	0.0
HBBP1	0.209979	1.028234	0.314939	0.67015	0.256984	0.232597	0.162033	0.31966	0.343408	0.249334	0.455151	0.558594	0.776027	2.20552	0.170356	0.205484	0.248316	0.281125	0.249334	0.234113	0.180191
HBD	0.084703	1.726903	0.127237	0.057735	0.046063	0.02503	0.034169	0.103721	0.224015	0.138467	0.344437	0.790355	1.073842	2.734144	0.319787	0.2823	0.116537	0.167922	0.160217	0.07445	0.023547
HBE1	0.291109	0.530018	0.308858	0.259164	0.272155	0.234745	0.223739	0.327672	0.329516	0.304749	0.527517	0.492255	0.571373	2.31203	0.237837	0.302926	0.308401	0.30247	0.244478	0.444364	0.249807
HBM	0.126452	0.430072	0.137226	0.068311	0.11448	0.099433	0.142764	0.104997	0.16405	0.077047	0.29018	0.239088	0.525057	2.709201	0.343925	0.31276	0.1293	0.151679	0.108436	0.136564	0.122738
HBQ1	0.226438	0.606299	0.256932	0.309657	0.268993	0.238642	0.328302	0.200231	0.323166	0.273269	0.430033	0.136806	0.672174	2.451731	0.354188	0.317313	0.171734	0.284003	0.267214	0.202285	0.238992
HBZ	0.268153	0.392041	0.307236	0.226788	0.23853	0.243932	0.214136	0.31584	0.308247	0.3128	0.482443	0.381608	0.404618	2.263363	0.334161	0.438986	0.307236	0.276118	0.26567	0.423597	0.21948
HCG22	0.403046	0.461473	0.544908	0.982483	0.473267	0.445845	0.339497	0.571053	0.584643	0.485121	0.692591	0.661353	0.587949	2.470379	0.542065	0.461081	0.489086	0.446234	0.480767	0.432646	0.459514
HEMGN	0.076903	1.229705	0.069348	0.044572	0.027335	0.036992	0.062403	0.053584	0.198553	0.06462	0.143844	0.191696	2.352459	2.313869	0.043214	0.237261	0.205134	0.199178	0.041587	0.056057	0.036992
HEY2	0.113801	0.077764	0.110675	1.434245	0.154146	0.165603	0.050148	0.11255	0.11005	0.345259	0.23797	2.141867	0.400002	0.882373	0.998075	0.149704	0.169433	0.20867	0.062384	0.153511	0.129489
HGF	0.037717	1.060586	0.148209	0.323688	0.371748	0.0	0.825983	0.317633	0.941351	0.005454	0.376361	2.099777	0.190086	0.424379	0.487303	0.133901	0.011603	0.066168	0.002726	0.041863	0.045322
HHIP	0.050049	0.117348	0.064045	0.0901	0.116567	0.033378	0.81603	0.061575	0.052979	0.061821	0.095953	0.151988	0.348622	0.195185	0.128075	0.050537	0.046157	0.058865	0.021482	0.062809	2.478498
HIST1H2AG	0.282594	0.430206	0.192561	0.001434	0.226276	0.342178	0.048995	0.050034	0.217896	0.263411	0.10338	0.44904	2.618962	0.011744	0.0	0.150444	0.210225	0.198622	0.245445	0.151239	0.162647
HIST1H2AM	0.30739	0.532707	0.263458	0.138672	0.130094	0.266064	0.096672	0.152702	0.30739	0.323556	0.167801	0.413635	2.404796	0.4323	0.0	0.206332	0.198225	0.262481	0.375838	0.228716	0.17328
HIST1H2BC	0.180392	0.317407	0.28272	0.148278	0.17133	0.812288	0.242794	0.298551	0.404238	0.195669	2.149437	0.653639	2.484229	0.044939	0.126704	0.0	0.056816	0.138766	0.181657	0.028732	0.121444
HIST1H3H	0.19997	0.530402	0.217214	0.065014	0.108431	0.324195	0.07789	0.123463	0.452172	0.172635	0.416127	0.34479	2.779325	0.449367	0.032526	0.147343	0.242451	0.224389	0.168401	0.207406	0.169136
HMMR	0.479654	1.29287	0.263834	0.111268	0.837685	0.762309	0.323046	0.434259	0.094611	0.74713	0.115667	0.685531	0.345055	0.45287	0.0	0.223886	0.512585	0.138977	2.50191	0.418738	1.110191
HOMER2	0.239406	0.445348	2.251389	0.444806	0.403902	1.713976	0.070183	0.402299	0.413539	0.149421	0.237393	0.670017	1.78815	0.739295	0.022836	0.0	0.122868	0.120468	0.321199	0.078173	0.058017
HOXD10	0.035565	0.033449	0.125998	0.12824	0.687164	0.022215	2.36933	0.084322	0.070545	0.023614	0.158042	0.159184	0.194563	0.567875	0.0	0.093085	0.069823	0.058319	0.074883	0.105212	1.73745
HOXD8	0.066567	0.11409	0.115031	0.019174	1.006941	0.287378	2.469864	0.16191	0.113149	0.092909	0.214585	0.129545	0.178186	0.583987	1.328005	0.085815	0.203912	0.148368	0.0	0.432694	1.870183
HPGD	0.053913	0.485204	0.087788	0.489856	0.000683	1.211301	0.03622	1.03208	0.253823	0.695859	0.278714	0.085046	1.377023	0.166719	0.605379	0.371507	0.404761	0.445818	2.286141	0.8055	0.0
HPGDS	0.045276	2.286098	0.561162	0.206837	0.119143	0.205035	0.0	1.895049	0.276468	0.256537	0.310726	0.455057	0.113981	0.754154	1.467294	0.216773	0.33354	0.201887	0.138629	0.129511	0.090079
HRASLS	0.018315	0.154658	0.016488	0.072762	0.044304	0.311129	0.202671	0.061659	0.073734	0.0	0.024049	0.031445	2.480547	0.051159	0.018772	0.013528	0.002239	0.032839	0.009899	0.023589	0.087688
HRH4	0.167282	0.213402	0.345072	2.17142	0.158071	0.151698	0.146146	0.246501	0.304251	0.239741	0.829053	0.238055	0.292887	0.607475	0.125326	0.32854	0.301184	0.203075	0.175744	0.277711	0.148523
HS3ST3A1	0.06017	0.07333	0.037011	0.152939	2.206131	0.14342	0.063039	0.033388	0.039432	0.037414	0.059352	0.049562	0.145147	0.156413	0.17697	0.030174	0.007483	0.042261	0.083274	0.06058	0.0
HSD11B1	0.074611	0.101901	2.447975	0.12838	0.239968	0.588018	0.0	1.696155	0.359079	0.078114	0.225564	0.16947	0.16238	0.479341	1.796488	0.224864	0.33369	0.144288	0.36774	0.210932	0.016363
HSD17B2	0.025365	0.038074	0.068325	0.047224	0.10346	0.822195	1.005677	0.089366	0.054207	0.032431	0.086518	0.069342	0.132485	0.192561	0.0	0.046478	0.0339	0.036844	0.029256	0.076229	2.453813
HTRA4	0.429978	0.141999	0.24233	0.120792	0.133734	0.021169	0.041866	1.223469	0.155455	0.19563	0.278447	0.10696	0.342893	0.364154	0.133469	0.150593	0.156809	0.24378	0.054849	0.389852	0.057565
ICAM4	0.229996	2.181263	0.846071	0.213069	0.096629	0.178173	1.039642	0.578156	0.995845	0.132434	0.599042	0.986622	0.233498	0.860629	0.085003	0.29652	0.242029	0.241526	0.113973	0.311008	0.095696
ICOS	0.201917	0.147847	0.142101	0.382922	0.049543	0.100786	0.053826	0.469818	0.1711	0.531725	0.252316	0.114041	0.303008	0.211678	0.0	1.722469	1.936943	1.166717	1.73905	2.497355	0.0561
ID1	0.080403	0.524316	0.126357	0.002789	1.833981	1.301455	2.268848	0.097974	0.3142	0.187906	0.086154	0.194075	0.0	0.090285	2.027827	0.042931	0.089044	0.219794	0.125068	0.040191	2.645655
IDO1	0.062391	0.122983	1.114227	2.610352	0.151772	0.1282	0.071335	0.879161	0.794603	0.361348	0.842004	0.244528	0.419856	0.602324	0.106092	0.335246	0.341816	0.141465	0.093423	0.102847	0.087266
IFNG	0.098102	0.074128	0.136093	0.022645	0.047952	0.032551	0.036324	0.184379	0.11502	1.771623	0.149617	0.100967	0.165089	0.274869	0.025435	0.579899	0.555099	0.868058	2.613006	0.196537	0.0623
IGFBP3	0.0	0.012845	0.074131	0.286559	2.786391	0.853091	0.456459	0.05162	0.045618	0.099633	0.101312	0.118451	0.106785	0.327977	1.60884	0.134115	0.235001	0.312162	0.454319	0.034903	0.434113
IGHD	2.366915	0.277681	0.265377	0.215381	0.147475	0.141198	0.112282	0.224183	0.402075	0.154221	0.374852	0.778475	0.671262	0.524566	0.072872	0.434094	0.215843	0.256894	0.13896	0.200629	0.104342
IGHM	2.567332	0.771347	0.223106	0.11853	0.013476	0.007529	0.021086	0.136765	0.485437	0.162423	0.398647	1.00537	0.560208	0.186976	0.080157	0.725296	0.34119	0.376144	0.267048	0.29284	0.0
IGHV5-78	2.018838	0.308098	0.123436	0.055744	0.089609	0.07647	0.137489	0.12161	0.138102	0.046927	0.115534	0.270104	0.46179	0.138715	0.0481	0.133202	0.108871	0.105246	0.053977	0.125873	0.048687
IGJ	1.469281	0.599233	0.158086	0.06192	0.16272	0.005838	0.026936	0.100041	0.624664	0.246404	0.231753	2.63867	0.368276	0.108089	0.433019	0.809261	0.219123	0.344356	0.173958	0.039672	0.0
IGKV4-1	2.0781	0.2715	0.253378	0.069919	0.129602	0.088223	0.252024	0.181419	0.483085	0.16444	0.267864	1.989708	0.453115	0.384138	0.281984	0.663988	0.209129	0.351498	0.244369	0.255635	0.066196
IGLL1	0.264528	2.269927	0.15324	0.029307	0.098902	0.092484	0.127692	0.111006	0.155733	0.114655	0.145784	0.262325	0.401262	0.151166	0.08609	0.199932	0.156981	0.175803	0.257047	0.166158	0.080914
IGLL3P	2.403452	1.116049	0.531387	0.466332	0.236421	0.231213	0.468072	0.495615	0.798886	0.424428	0.668793	2.599888	0.961105	0.551436	0.529167	1.009925	0.581066	0.699941	0.382259	0.695741	0.161726
IGLV1-36	2.019123	0.130274	0.18254	0.063007	0.0	0.041001	0.037539	0.13801	0.42503	0.152474	0.297614	1.664758	0.190521	0.293178	0.143187	0.635926	0.173087	0.29721	0.272349	0.062656	0.031672
IGSF6	0.122989	0.476229	2.294086	0.566572	0.001183	0.022518	0.026204	2.167284	1.868285	0.140415	2.613385	0.148228	0.371003	0.081731	0.23668	0.246672	0.123591	0.208799	0.006618	0.038642	0.0
IL12B	0.206137	0.159334	1.825205	0.123609	0.123609	0.085293	0.268757	0.59919	0.740385	0.192331	0.262097	0.182629	0.118098	0.307371	0.011239	0.131504	0.152945	0.121246	0.164136	0.153743	0.111031
IL12RB2	0.044387	0.423133	0.027648	0.0	0.00584	0.231878	0.032559	0.074406	0.047989	1.548891	0.071281	0.05859	0.032012	0.212031	0.0727	0.412994	0.511247	0.245807	2.39425	0.363508	0.042176
IL16	1.823038	0.842316	1.089061	1.5145	0.150079	0.125994	0.0	0.833037	1.262484	1.594686	1.855256	1.612447	1.345293	0.588538	0.888982	2.281114	1.959378	1.823038	1.858025	1.811111	0.368965
IL18RAP	0.246828	0.318848	0.372352	1.864283	0.090085	0.092602	0.066439	0.29973	0.505927	2.589552	2.202209	0.159907	1.210442	0.378163	0.274492	1.253404	0.914862	1.422411	1.701586	0.932395	0.069647
IL1R2	0.0	0.076592	1.498702	0.076109	0.011325	1.10593	0.245495	0.410287	0.872226	0.007915	2.62245	0.107457	0.175504	0.333378	0.144988	0.150111	0.219352	0.043472	0.142944	0.363854	0.056223
IL1RN	0.064231	0.270871	1.901796	0.129271	0.061555	1.188434	0.161641	1.607182	1.36281	0.109559	1.616036	0.177012	0.334167	0.499451	0.120178	0.182297	0.151994	0.158018	0.036894	0.084625	0.0
IL2	0.372182	0.192256	0.297336	0.030109	0.146752	0.195911	0.269504	0.308505	0.267653	0.276913	0.302918	0.286188	0.812196	0.576879	0.0	1.734291	1.713996	0.838392	0.323428	0.101604	0.170369
IL20RB	0.080466	0.053968	0.18939	0.0	0.80967	2.565289	0.365023	0.095367	0.078899	0.072436	0.062276	0.062056	0.085407	0.207171	0.299829	0.073992	0.083158	0.116989	0.089243	0.143366	0.026548
IL27RA	1.31338	1.349178	2.113581	0.039395	0.369331	0.365765	0.513192	1.564076	1.640775	1.875493	0.403732	0.999506	1.233857	0.677552	0.352954	2.252635	2.014865	1.841319	1.795078	1.85364	0.440616
IL2RA	0.387494	0.157282	0.512893	0.408515	0.038695	0.02073	0.006612	0.350378	0.283093	0.582937	0.177578	0.153831	0.16334	0.369334	0.05961	0.59428	0.971951	0.169425	2.531962	1.150476	0.022799
IL2RB	0.3687	0.119166	0.201617	0.384964	0.020574	0.157244	0.0	0.344842	0.377442	2.727141	0.566209	0.267161	0.805132	0.574702	0.147505	1.635138	1.553867	1.813933	2.475252	1.813455	0.057363
IL33	0.039962	0.087908	0.02278	0.031655	0.233652	0.686066	0.918074	0.042902	0.024768	0.035909	0.055009	0.066139	0.084081	0.104857	2.406511	0.016851	0.015322	0.036583	0.001709	0.012708	0.759222
IL4I1	0.535718	0.399931	2.379062	0.0	0.257713	0.130272	0.727687	1.516839	1.185849	0.194971	0.207391	0.287068	0.569204	0.760413	0.193595	0.683804	0.628676	0.362924	0.605179	0.535198	0.365376
IL5RA	0.146415	0.196704	0.171576	2.318615	0.124702	0.139405	0.134361	0.168411	0.187489	0.164857	0.656742	0.863746	0.264627	0.379963	0.085503	0.180311	0.172765	0.211629	0.130877	0.167225	0.121623
IL7R	0.332445	0.378293	1.586374	0.11902	0.914072	0.079727	0.172922	1.220464	0.95299	0.662098	0.753417	0.11902	1.336252	0.203417	0.291846	2.660004	2.649248	2.422014	0.333661	2.258437	0.156933
IL8	0.239766	0.982445	1.33107	0.211254	0.448843	0.310038	0.985254	1.484218	1.553602	0.47658	2.772493	0.258437	0.246092	0.290319	0.034528	0.372013	0.378828	0.403875	0.419727	0.061451	0.65184
INHBA	0.037517	0.254947	1.51023	0.336417	1.500849	0.970893	0.737723	1.253982	0.531597	0.056565	0.273194	0.0	0.162064	0.081481	0.209516	0.158778	0.041123	0.122473	0.106561	0.069425	0.605694
INPP4B	0.033611	1.198728	0.0	0.642433	1.30801	1.448846	1.034909	0.050427	0.078651	0.439414	0.134418	0.0217	0.581227	0.119317	1.032799	1.733281	2.137394	1.45118	1.697937	1.933349	1.032799
IPCEF1	0.204135	0.33139	0.930475	1.97149	0.0	0.071864	0.816274	0.403101	0.900402	1.676474	1.521066	0.187916	1.930035	0.171242	0.08592	2.066597	2.009789	1.677562	1.041803	2.475214	0.521093
IQUB	0.127525	0.064474	0.067837	2.115984	0.075549	0.155603	0.052518	0.080872	0.108716	0.14955	0.139506	0.086697	0.19749	0.192333	0.03027	0.094006	0.052041	0.169294	0.139506	0.085239	0.090591
IRAK3	0.34104	1.446123	0.92861	1.000431	0.383298	0.037698	0.70858	1.31062	2.237414	0.395233	2.196653	0.12802	0.491891	0.304355	1.024496	0.172295	0.096805	0.198011	0.0	0.092942	0.845333
ITGA8	0.081692	0.083816	0.190381	0.39775	0.906424	0.0	0.336169	0.172861	0.199176	0.026291	0.222003	2.140335	0.609913	1.072926	0.840363	0.240525	0.13306	0.159781	0.020737	0.202113	0.154709
ITGBL1	0.000572	0.026935	0.021085	0.112142	2.359649	0.093364	0.618856	0.054852	0.020211	0.018172	0.05395	0.060579	0.089952	0.136012	0.840819	0.002864	0.011791	0.061789	0.0	0.023714	0.588998
ITIH4	0.890489	0.633956	0.42794	1.069693	0.177724	0.28065	0.362569	0.409292	0.647629	0.579161	0.676381	0.257887	0.629616	0.730096	0.320486	1.055223	1.004602	1.032578	0.348858	2.318615	0.112392
ITK	0.237086	0.151883	0.128147	0.041714	0.008363	0.030863	0.0	0.249005	0.311975	2.116564	0.420437	0.059177	1.032415	0.083898	0.164419	2.32604	2.594058	2.255596	2.292231	2.1851	0.019615
JAKMIP1	0.171881	0.10938	0.11652	0.392349	0.063842	0.135514	0.103565	0.135844	0.138814	1.036764	0.198787	0.2423	0.366488	0.321314	0.0	0.972521	0.843733	1.27279	2.412287	1.486788	0.101954
KCNH8	2.102797	0.289138	0.203648	0.409658	0.08164	0.147459	0.123243	0.190094	0.185424	0.150509	0.289138	0.244343	0.809364	0.36011	0.080662	0.178699	0.140363	0.177151	0.322675	0.198424	0.084579
KCNJ15	0.047191	0.085846	0.10474	0.14394	0.213647	0.619802	0.209549	0.128066	0.666203	0.071782	2.487902	0.178076	0.20829	0.469507	0.101523	0.116501	0.118274	0.121827	0.0	0.078365	0.121827
KCNK2	0.015958	0.025824	0.026124	0.245634	2.356114	0.0	0.015065	0.025224	0.017745	0.040939	0.038811	0.063364	0.099873	0.198584	0.332866	0.027627	0.018938	0.045207	0.030036	0.017447	0.013876
KCNN3	0.545908	0.074775	0.177269	0.072651	0.072651	0.132832	1.145205	0.113868	0.164022	0.0	0.274742	2.252516	0.323331	0.908738	0.427808	0.146465	0.181699	0.149748	0.028998	0.25987	1.029971
KDR	0.02951	0.092785	0.047944	0.095028	0.02951	0.0	2.416082	0.121522	0.066721	0.058976	0.112115	0.105551	0.172105	0.355188	1.449948	0.046991	0.020653	0.023441	0.010729	0.035146	2.54541
KIAA0125	2.081264	2.426741	0.221662	0.36766	0.074648	0.04734	0.054036	0.235116	0.387685	0.247394	0.363125	1.044076	1.144253	0.668624	0.06049	0.280186	0.230618	0.285165	0.104946	0.215934	0.061898
KIAA0748	0.936729	1.396601	0.310661	0.257812	0.064087	0.091292	0.027029	0.234631	0.413096	1.190446	0.490594	0.227713	0.765857	0.611925	0.215075	2.241419	2.253108	1.778507	1.240045	1.221949	0.087466
KIAA1199	0.035788	0.093191	0.116845	0.063075	2.445153	0.480893	0.046641	0.182263	0.21399	0.061132	0.164195	0.123236	0.286935	0.486987	0.0	0.068269	0.046321	0.085605	0.040885	0.032929	0.129314
KIAA1598	0.100328	0.877128	2.112534	0.047555	0.51932	1.73862	0.736686	2.342141	1.969675	0.193353	0.161759	0.221838	0.698758	0.019506	1.430719	0.19101	0.206981	0.154945	0.0	0.219971	1.147042
KIF11	0.601162	1.620999	0.148642	0.0	1.083077	0.902489	0.415104	0.351726	0.126249	0.83119	0.055053	0.474487	0.16695	0.058477	0.104857	0.367809	0.649231	0.255509	2.472027	0.815183	1.146876
KIF14	0.250822	1.023195	0.103063	0.116434	0.775632	0.580803	0.336651	0.252974	0.121664	0.607628	0.112596	0.192852	0.143965	0.164135	0.0	0.173919	0.34188	0.133316	2.402542	0.31238	0.913995
KIF15	0.398893	1.452329	0.110515	0.340894	0.6015	0.435288	0.222889	0.180259	0.04519	0.688972	0.055077	0.273047	0.187015	0.389734	0.017408	0.245183	0.440702	0.146991	2.413781	0.543545	0.807884
KIF18A	0.443962	0.997607	0.074292	0.286763	0.838918	0.391211	0.220744	0.128868	0.059807	0.678174	0.05948	0.24356	0.119543	0.059807	0.0	0.147376	0.343183	0.174024	2.249555	0.210022	0.823286
KIR2DL2	0.293719	0.342281	0.503293	0.587627	0.308083	0.261127	0.285999	0.48119	0.555984	2.389492	0.704348	0.67628	0.714542	1.395002	0.406312	0.67857	0.494767	1.001053	1.214144	0.376668	0.304191
KIR2DL3	0.268492	0.264307	0.425105	0.560117	0.279222	0.29188	0.29141	0.473587	0.471066	2.345682	0.644989	0.4585	0.549222	1.187371	0.163865	0.476109	0.398489	0.870146	1.462751	0.297056	0.303659
KIR2DL4	0.19938	0.184834	0.361346	0.397105	0.171407	0.169348	0.035037	0.314569	0.396542	2.248369	0.509498	0.379726	0.581652	0.774466	0.112432	0.332633	0.286896	0.58225	2.10342	0.289596	0.143764
KIR2DL5A	0.408697	0.483571	0.649108	0.528542	0.448427	0.394338	0.360486	0.651901	0.705951	2.419637	0.88774	0.942505	1.071649	1.538774	0.475717	0.684209	0.646319	1.110026	1.49444	0.513021	0.374634
KIR2DS2	0.216794	0.229828	0.330152	0.334587	0.211109	0.201059	0.17134	0.369447	0.41394	2.420168	0.553729	0.563737	0.520962	1.363381	0.221866	0.446768	0.358671	0.909084	1.053458	0.258852	0.192013
KIR3DL1	0.101911	0.11292	0.18491	0.164925	0.095261	0.154003	0.098778	0.164114	0.229276	2.35124	0.299214	0.211742	0.306597	0.476813	0.103479	0.379121	0.204275	0.705344	1.30255	0.18491	0.089413
KIR3DL3	0.19416	0.219055	0.420897	0.548807	0.195357	0.166423	0.20898	0.408104	0.513248	2.401037	0.724822	0.483148	0.518299	1.030429	0.215422	0.457433	0.37707	0.969736	1.087743	0.250403	0.213004
KIR3DS1	0.142946	0.159112	0.281093	0.0	0.18195	0.142486	0.109626	0.274252	0.335529	2.296133	0.467451	0.279136	0.391693	1.182931	0.068839	0.378935	0.236978	0.714428	1.420205	0.20361	0.186171
KIT	0.0	2.498875	0.084262	1.504201	1.212103	0.14925	0.436309	0.038028	0.263547	0.927199	0.778342	1.048285	0.082282	0.13694	1.357186	0.30108	0.301451	0.307775	0.204648	0.083602	0.296258
KLB	0.056022	0.004416	0.031887	0.060422	0.005197	0.135415	0.053829	0.01331	0.012785	0.035915	0.041039	0.012259	0.04755	0.0858	2.392845	0.059871	0.029746	0.104871	0.0	0.108609	0.056845
KLF1	0.226066	1.737283	0.355656	0.030307	0.206402	0.173008	0.206402	0.306833	0.385505	0.23323	0.384139	0.370077	0.453014	2.286561	0.19107	0.361052	0.238304	0.29677	0.307271	0.242119	0.202245
KLF12	1.631944	0.562956	0.217974	0.0	0.913346	0.111606	0.376261	0.099037	0.337899	1.822838	0.3459	0.364627	0.616507	0.287578	0.643035	1.889183	1.767437	2.108688	0.977834	1.685143	0.319289
KLK5	0.025108	0.065484	0.072302	0.003486	0.043586	2.300583	0.15835	0.063295	0.062202	0.0	0.070538	0.044015	0.13289	0.219138	0.058495	0.077167	0.051553	0.046808	0.040161	0.102971	0.014233
KLRB1	0.197049	0.135028	0.163739	0.145864	0.0	0.038378	0.024499	0.229445	0.431047	2.682269	0.600918	0.157752	0.883548	0.531875	0.269593	1.623138	1.527871	1.82489	1.020096	1.131766	0.012486
KLRC3	0.052863	0.032861	0.036822	0.088713	0.026958	0.025869	0.094834	0.058055	0.11465	2.470791	0.112481	0.013143	0.28195	0.039252	0.047704	0.584844	0.127036	1.394117	0.836421	0.023047	0.0
KLRC4	0.047788	0.041405	0.036328	0.028762	0.018454	0.028762	0.043316	0.036328	0.073075	2.201852	0.092282	0.021566	0.105729	0.041405	0.0	0.41124	0.068817	1.477399	0.694752	0.040133	0.023438
KLRD1	0.076492	0.031231	0.095681	0.105524	0.026717	0.007272	0.0	0.123427	0.235538	2.525595	0.405531	0.093162	0.442616	0.17174	0.093162	0.859801	0.236773	1.458672	1.659779	0.032828	0.039238
KLRF1	0.239996	0.176746	0.183121	0.047294	0.023359	0.021635	0.095958	0.110509	0.320134	2.5931	0.264915	0.093656	1.375069	0.0	0.247024	0.568204	0.212796	1.324295	0.298489	0.064735	0.052334
KLRG1	0.462947	0.645085	0.543928	1.018899	0.33749	0.214826	0.265251	0.564404	0.604218	1.667581	0.817827	0.46146	0.603177	0.927861	0.566459	1.674362	1.041852	2.367355	1.855887	0.584504	0.358861
KLRK1	0.533282	0.134926	0.204217	0.30288	0.0	0.055635	0.063487	0.216875	0.366603	2.594632	0.581903	0.205755	0.849015	0.460604	0.311344	1.720922	0.468683	2.561777	1.82809	0.21038	0.002956
KMO	1.956369	0.51703	2.082412	0.459662	0.044705	0.145251	0.020895	2.422185	1.73665	0.196205	0.280226	0.721372	0.910366	0.384113	0.099709	0.224	0.121681	0.192145	0.063966	0.115195	0.039735
KRT14	0.047322	0.044073	0.064256	0.0	0.185585	2.715478	0.634286	0.031774	0.038017	0.039685	0.053218	0.099628	0.061043	0.179387	0.306913	0.092	0.04602	0.052166	0.039043	0.079072	0.0295
KRT16	0.087018	0.031235	0.105342	0.10675	0.076611	2.330916	0.289363	0.063806	0.065349	0.042277	0.079154	0.200398	0.373183	0.254466	0.0	0.112198	0.085637	0.06477	0.126661	0.1318	0.032724
KRT17	0.014744	0.027898	0.168842	0.079236	0.163206	2.587317	0.393674	0.053473	0.043251	0.009806	0.06545	0.038987	0.100227	0.206869	0.0	0.066904	0.038784	0.019906	0.100227	0.043048	0.033528
KRT23	0.036621	0.018743	0.112867	0.383235	0.108743	1.976046	0.106687	0.18666	0.233088	0.0	2.053684	0.185191	0.111261	0.420605	0.160251	0.073453	0.057461	0.094886	0.008188	0.038961	0.124871
KRT5	0.0	0.031779	0.086887	0.069458	0.036966	2.616419	0.56134	0.057053	0.123839	0.087278	0.111782	0.089037	0.154554	0.217778	0.158295	0.012578	0.054779	0.040689	0.042369	0.07988	0.048367
KRT6A	0.003159	0.023012	0.026474	0.020678	0.026226	2.343058	0.158076	0.028839	0.020066	0.014958	0.025978	0.034742	0.053564	0.104269	0.012547	0.0	0.013872	0.004454	0.023258	0.003159	0.006936
KRT6B	0.030382	0.033716	0.056995	0.131939	0.060991	2.282176	0.184553	0.0698	0.059848	0.073268	0.112169	0.074233	0.091563	0.305614	0.0	0.044536	0.059848	0.044912	0.081987	0.035015	0.050746
KRT76	0.329014	0.35071	0.473919	0.608428	0.415149	0.443612	0.265226	0.493999	0.506126	0.459463	0.661623	0.65465	0.713108	2.256888	0.291337	0.385105	0.449544	0.397657	0.331832	0.399594	0.425905
KRTDAP	0.022371	0.030084	0.046541	0.0	0.029807	2.440301	0.623566	0.019642	0.024976	0.013552	0.016385	0.020051	0.045828	0.173689	0.296829	0.023603	0.019506	0.014494	0.024289	0.042277	0.012476
KYNU	1.0036	0.547934	1.853663	0.221939	0.043725	0.316034	0.140415	2.026492	1.916971	0.200915	0.357778	0.186497	0.460472	0.424831	0.1714	0.270933	0.15251	0.206552	0.217472	0.054762	0.0
LAG3	0.202383	0.249263	0.202383	0.094136	0.037999	0.078048	0.098972	0.192927	0.122542	0.453254	0.215902	0.35848	0.071332	0.360156	0.005014	0.615291	0.668447	0.912443	2.125572	0.954155	0.053592
