Symbol	MSC	Bronchial_Epithelial_cells	Fibroblasts	Endothelial_cells	Adipocytes	Keratinocytes	Schwann_cells	Smooth_muscle_cells	CD34+	Platelets	Monocytes_CD14+CD16-	Monocytes_CD16+CD14-	Macrophage	M1(IFNg)	M2(IL-4)	M(IFNa)	Dendritic_cells_(BDCA1+)	Dendritic_cells_(BDCA3+)	Dendritic_cells_(plasmacytoid+)	T_cells_(CD4+)	T_cells_(CD8+)	T_cells_(gamma-delta)	NK_cells	Neutrophils	Neutrophils_LPS	B_cells
RBP7	0.022329	0.009591	0.0	0.001907	0.000999	0.066936	0.005395	0.006354	0.028373	0.049273	0.930203	0.227484	0.03869	0.019781	0.019661	0.025176	0.007942	0.005445	0.003397	0.006866	0.005187	0.002098	0.012538	0.456526	0.043309	0.014236
RBPMS2	0.006378	0.009251	0.01731	0.022936	0.024295	0.006541	0.0	0.001121	0.035322	1.0	0.01293	0.01084	0.009073	0.007569	0.003028	0.00841	0.003457	0.004158	0.004392	0.005275	0.009596	0.003644	0.065691	0.008522	0.001402	0.014157
RCAN2	0.036316	0.002289	0.477029	0.006599	0.150522	0.000381	0.005286	0.042017	0.003106	0.000327	0.00326	0.000654	0.001992	0.002391	0.0	0.003924	0.00297	0.004264	0.002561	0.001954	0.010401	0.068094	0.003379	0.001635	0.000654	0.007398
RCAN3	0.004312	0.111422	0.059841	0.017259	0.001316	0.077443	0.047791	0.008469	0.060741	0.495004	0.052625	0.014085	0.075369	0.060272	0.052439	0.04531	0.201271	0.166868	0.210786	1.0	0.280257	0.106157	0.026611	0.019906	0.0	0.133706
RCBTB2	0.043713	0.049258	0.068041	0.062137	0.113924	0.038169	0.039248	0.075947	0.047721	0.164063	0.4326	0.255344	1.0	0.779903	0.102262	0.157035	0.201517	0.056028	0.0	0.179939	0.099097	0.649697	0.1577	0.38211	0.037047	0.005586
REL	0.0	0.010012	0.001178	0.002838	0.00072	0.014592	0.002029	0.00051	0.006871	0.014331	0.0213	0.01577	0.031249	0.015901	0.004751	0.12374	0.004842	0.004581	0.003206	0.005372	0.015659	0.008049	0.102801	0.024382	1.0	0.010601
REPS2	0.031186	0.043561	0.00891	0.022032	0.011616	0.016368	0.014256	0.017583	0.022968	0.184223	0.056085	0.054517	0.048601	0.019206	0.013939	0.035113	0.102962	0.088706	0.082634	0.01062	0.00923	0.004356	0.008316	1.0	0.222359	0.017622
RETSAT	0.047206	0.197573	0.05906	0.045904	1.0	0.077242	0.081005	0.095456	0.0	0.003105	0.009279	0.010255	0.026865	0.033305	0.06678	0.01176	0.002352	0.001693	0.003669	0.015447	0.003843	0.077618	0.004657	0.00683	0.000706	0.003669
RGS18	0.00141	0.000256	0.00031	0.000303	0.003903	0.000171	2.8e-05	0.000359	0.026297	1.0	0.097197	0.088363	0.025533	0.013569	0.002992	0.005784	0.065542	0.058306	0.033832	0.005074	0.004168	0.004829	0.000848	0.267047	0.013269	0.001667
RGS4	1.0	0.003662	0.216912	0.244556	0.032171	0.001754	0.040813	0.545413	0.003634	0.001439	0.002441	0.002568	0.000968	0.000884	0.001204	0.000519	0.00073	0.000786	0.000603	0.001825	0.003131	0.001473	0.000884	0.001608	0.0	0.003367
RGS5	0.013736	0.014134	0.012716	1.0	0.010219	0.006769	0.002455	0.087315	0.012774	0.007167	0.009357	0.008826	0.006624	0.006445	0.005853	0.004711	0.002936	0.003152	0.004181	0.008968	0.013032	0.007963	0.007117	0.007963	0.002339	0.014682
RGS7	0.017257	0.00708	0.123009	0.02864	0.0	0.00708	0.015339	0.009912	0.00767	0.017699	0.009292	0.00767	0.000644	0.000885	0.001416	0.00118	0.000295	0.028024	1.0	0.008367	0.011028	0.00177	0.00236	0.009204	0.007965	0.021239
RHCG	0.009095	1.0	0.002547	0.002052	0.002269	0.721393	0.002959	0.003765	0.001711	0.005739	0.004119	0.003436	0.002298	0.002846	0.003733	0.004604	0.005187	0.005479	0.005108	0.002327	0.003285	0.002507	0.003755	0.005485	0.010428	0.005692
RNASE1	0.012688	0.003904	0.003192	0.556062	0.0077	0.003687	0.304625	0.010443	0.042402	0.011387	0.008703	0.005748	1.0	0.167183	0.144743	0.93128	0.002982	0.002847	0.00225	0.0021	0.003391	0.002847	0.002508	0.003351	0.002603	0.005978
RNASE2	0.002711	0.004675	0.000561	0.002142	0.002992	0.003615	0.001371	0.002618	1.0	0.021092	0.418638	0.021753	0.009451	0.008461	0.002319	0.013338	0.141922	0.009131	0.010471	0.016421	0.022179	0.019634	0.005516	0.244353	0.010939	0.013276
RNASE3	0.092323	0.070674	0.048145	0.048593	0.045094	0.044156	0.01928	0.064338	1.0	0.082643	0.214561	0.086163	0.048721	0.048673	0.055045	0.061991	0.059527	0.063399	0.144598	0.125333	0.181045	0.06293	0.075485	0.308497	0.035473	0.072434
RNF125	0.0	0.000408	0.001724	0.004819	0.046006	0.001536	0.001285	0.000483	0.124037	0.109066	0.069322	0.044376	0.094298	0.041628	0.028017	0.020511	0.11129	0.067489	0.12433	0.242618	0.226024	0.336189	1.0	0.027867	9.4e-05	0.005987
RNF144B	0.001809	0.037226	0.001936	0.041084	0.00302	0.004373	0.037959	0.0	0.003978	0.003111	0.025054	0.05154	0.022641	0.053286	0.012104	0.090366	0.01415	0.008937	0.010459	0.002493	0.002219	0.001217	0.000795	0.057817	1.0	0.004598
RNF165	0.0	0.044679	0.000465	0.001185	0.000621	0.001862	0.004344	0.001117	0.003723	0.011542	0.004189	0.004344	0.0022	0.002327	0.000372	0.004344	0.001241	0.007136	0.112938	0.003385	0.009738	0.04654	1.0	0.001117	0.003723	0.007446
RNF175	0.010882	0.003874	0.01054	0.006547	0.008204	0.001823	0.0	1.0	0.017548	0.049954	0.035067	0.01732	0.009282	0.00678	0.010027	0.022334	0.032133	0.009686	0.009799	0.104935	0.006346	0.005925	0.005356	0.04175	0.47459	0.003191
RNF24	0.011964	0.035094	0.076665	0.026219	0.015144	0.015144	0.010379	0.053037	0.064361	0.073864	0.083493	0.04977	0.017495	0.02514	0.132925	0.031138	0.058002	0.026268	0.0	0.012541	0.021096	0.005743	0.02144	1.0	0.053407	0.009954
ROBO4	0.005472	0.004424	0.002154	1.0	0.00163	0.012497	0.00194	0.005635	0.041061	0.009361	0.005123	0.002794	0.005779	0.005181	0.002655	0.005511	0.007219	0.002717	0.001785	0.003683	0.005427	0.0	0.003842	0.004052	0.013157	0.010479
ROR1	0.680462	0.000735	1.0	0.102958	0.248276	0.046037	0.02069	0.622338	0.001544	0.004618	0.001747	0.000735	0.008531	0.001747	0.003	0.009364	0.008151	0.025004	0.013139	0.0	0.001793	0.001544	0.004915	0.003	0.003567	0.003971
RPH3A	0.111189	0.132001	0.097592	0.09507	0.087602	0.100182	0.090562	0.091598	0.113132	0.145321	1.0	0.979651	0.0985	0.101755	0.107582	0.097222	0.098332	0.090007	0.100182	0.111618	0.1396	0.089822	0.139956	0.149761	0.088157	0.150316
RRAGD	0.000842	0.012264	0.047552	0.002099	0.022283	0.011222	0.040238	0.012985	0.079755	0.033858	0.056449	0.050017	0.314574	0.235477	0.42726	0.265795	0.034026	0.016752	0.035349	0.015368	0.006715	0.0	0.003086	0.157169	0.395807	0.002284
RRN3P3	0.0074	0.012	0.0034	0.0128	0.0	0.0096	0.0016	0.0048	0.012533	0.01536	0.0173	0.016533	0.012218	0.009	0.01312	0.0128	0.012133	0.0072	0.009333	0.014982	0.015938	0.0048	0.011733	0.016	1.0	0.016
RSAD2	0.000885	0.0	0.001112	0.000827	0.000405	0.000202	0.002225	0.000364	0.012337	0.04668	0.025724	0.055114	0.012742	0.476834	0.002508	1.0	0.014882	0.007466	0.010416	0.018819	0.015433	0.03772	0.006725	0.14279	0.425386	0.003084
RTN1	0.000944	0.0	0.004677	0.001308	0.002399	0.00084	0.003718	0.001079	0.014691	0.439948	0.325136	0.23692	0.216854	0.171394	0.115276	0.147873	1.0	0.161515	0.008155	0.002797	0.001356	0.00054	0.007945	0.024969	0.027344	0.001169
RTP4	0.006501	0.067239	0.018786	0.001791	0.008247	0.001375	0.06071	0.012875	0.035052	0.095074	0.109851	0.086942	0.090201	0.34138	0.03803	1.0	0.024513	0.009507	0.0	0.077174	0.092933	0.265521	0.022566	0.02071	0.23425	0.094559
RUFY2	0.000304	0.005471	0.015957	0.010003	0.002634	0.005066	0.003445	0.002067	0.002026	0.005957	0.018997	0.008713	0.00315	0.000456	0.00766	0.005876	0.000608	0.0	0.005674	0.005305	0.007388	0.012158	0.026342	0.005471	1.0	0.003951
RUNX1T1	0.131777	0.00688	1.0	0.661343	0.048578	0.00271	0.029814	0.245495	0.006098	0.008131	0.008346	0.004013	0.001478	0.000821	0.0	0.003753	0.000495	0.00271	0.001929	0.003042	0.011932	0.001407	0.006098	0.004066	0.00258	0.015871
RUNX3	0.006152	0.003016	0.000477	0.001262	0.003869	0.001309	0.0	0.0052	0.106994	0.115705	0.05754	0.207872	0.043966	0.069691	0.022201	0.186166	0.292875	0.28225	0.105003	0.209216	0.446467	0.328179	1.0	0.042411	0.054094	0.071163
RYR1	0.014175	0.531396	0.032334	0.017637	0.003436	0.22368	0.017495	0.0	0.008122	0.029053	0.132791	0.407998	0.347789	0.385544	0.310216	0.201812	0.822321	0.70478	0.067479	0.052782	0.030712	0.435333	0.023743	0.053421	0.041706	0.053421
S100A12	0.000624	0.014615	0.000102	0.00037	0.000339	0.053298	0.0	0.000204	0.043878	0.021754	1.0	0.067981	0.002185	0.004736	0.00057	0.002376	0.018188	0.000789	0.000832	0.046612	0.034647	0.000509	0.018578	0.737901	0.536565	0.022889
S100A14	0.001294	1.0	0.002458	0.001104	0.002288	0.577817	0.00207	0.000403	0.000763	0.006547	0.003765	0.002778	7.9e-05	0.001437	0.001122	0.0	0.001988	0.003459	0.002097	0.000718	0.0031	0.000517	0.000517	0.003704	0.003254	0.008074
S100A2	0.00239	1.0	0.003477	0.005249	0.000903	0.621787	0.006728	0.005065	0.000583	0.000486	0.000891	0.000939	0.00179	0.000856	0.000906	0.002986	0.000149	0.001882	0.0	0.000217	0.000277	0.000867	0.000317	0.000644	0.007234	0.000473
S100A4	0.00146	0.09768	0.357403	0.0	0.006734	0.007329	0.030825	0.279923	0.088663	0.043085	1.0	0.90026	0.52069	0.363214	0.338372	0.547311	0.346284	0.11364	0.106628	0.510389	0.461406	0.633137	0.526758	0.498344	0.037048	0.409499
S100A8	0.000406	0.787487	0.000254	0.00027	0.000171	0.766235	0.0	0.000333	0.164281	0.157748	1.0	0.46668	0.129125	0.242276	0.182066	0.080237	0.135033	0.014966	0.012161	0.134268	0.124993	0.000179	0.063305	0.982037	0.694033	0.276217
S100A9	0.002327	0.840882	0.000273	0.000903	0.002669	0.580157	0.000745	0.001238	0.026892	0.002018	1.0	0.368962	0.124269	0.144194	0.042899	0.097603	0.072665	0.008662	0.003328	0.056528	0.051071	0.0	0.033843	0.79221	0.266159	0.028704
S100B	0.000974	0.000566	0.0	7.2e-05	0.023267	0.000325	1.0	0.006217	0.00117	0.008318	0.001426	0.004188	0.004304	0.005615	9.5e-05	0.000566	0.031221	0.0674	0.000596	0.000681	0.012276	0.004822	0.002694	0.001001	0.000928	0.001517
S100Z	0.052999	0.038354	0.015865	0.021618	0.021618	0.029986	0.020223	0.021618	0.067643	0.024128	0.890865	1.0	0.047864	0.048291	0.019107	0.05788	0.317992	0.132148	0.029289	0.036072	0.02886	0.067643	0.041492	0.199861	0.082287	0.091702
S1PR1	0.009692	0.0	0.005384	0.148021	0.012444	0.012444	0.019144	0.009189	0.022495	0.149326	0.020999	0.023452	0.018013	0.014717	0.010912	0.009572	0.021059	0.01388	0.045947	0.487268	1.0	0.030152	0.515702	0.050541	0.142147	0.102662
S1PR5	0.002378	0.047688	0.007717	0.001936	0.001512	0.040192	0.000504	0.001764	0.0	0.03994	0.002732	0.025324	0.003138	0.002662	0.000176	0.002646	0.005827	0.003339	0.003528	0.006403	0.092115	0.116858	1.0	0.009777	0.071879	0.002142
SAMHD1	0.003609	0.001488	0.004056	0.00479	0.025599	0.0	0.026889	0.004882	0.002431	0.007442	0.292459	0.187878	0.149024	0.232219	0.115198	0.01538	0.048619	0.053481	0.043212	0.112275	0.069918	0.159699	0.035671	0.029291	0.126956	0.020241
SBSN	0.002256	0.03119	0.00786	0.000771	0.001707	1.0	0.000448	0.000789	0.0	0.003274	0.001112	0.001203	0.000809	0.000819	0.000806	0.001455	0.000672	0.00056	0.000504	0.000393	0.000814	0.000756	0.00028	0.000437	0.001238	0.000819
SCEL	0.001139	1.0	0.000744	0.000878	0.000932	0.95196	0.000782	0.000722	0.000331	0.000271	0.000801	0.000932	0.000426	0.000575	0.00018	0.001383	0.001346	0.00097	0.001383	0.000488	0.000736	0.000857	0.000594	0.000722	0.002661	0.000406
SCG5	0.065423	0.009442	0.657768	0.039732	0.006295	0.019784	0.305306	0.721133	0.014164	0.007284	0.005564	0.008094	0.555633	0.227293	0.004317	1.0	0.005845	0.003822	0.003597	0.005212	0.002853	0.010791	0.0	0.002698	0.002361	0.006407
SCGB1A1	0.003179	1.0	0.001661	0.002852	0.002407	0.002726	0.000916	0.003003	0.00246	0.002364	0.003398	0.004323	0.0032	0.003019	0.003259	0.004962	0.001714	0.001422	0.001608	0.002126	0.002546	0.003578	0.00222	0.002747	0.003818	0.003019
SCIN	0.010851	0.048121	0.013328	0.002359	0.014939	0.000786	0.002044	0.001415	0.001573	0.00217	0.001533	0.002516	0.377804	0.197908	0.017833	1.0	0.001337	0.001808	0.001101	0.000729	0.001089	0.0	0.001887	0.002359	0.003302	0.001887
SCML1	0.089289	0.059346	0.331798	0.135956	0.553896	0.176239	0.181275	0.130777	0.046398	0.141567	0.082545	0.20825	0.103978	0.203395	0.341833	0.203575	0.313095	0.489334	0.051433	0.219433	1.0	0.0	0.451389	0.054814	0.018883	0.080926
SCML4	0.002745	0.001011	0.000686	0.001129	0.0	0.001734	0.001734	0.000578	0.01358	0.03317	0.007079	0.007368	0.004991	0.009463	5.8e-05	0.003178	0.002167	0.002239	0.001589	1.0	0.42041	0.149234	0.253612	0.151228	0.004045	0.040884
SCN3A	0.00541	0.001546	0.032457	0.004356	0.01391	0.005667	0.007728	0.412056	0.144771	0.397218	0.021252	0.007728	0.006042	0.001546	0.001546	0.020093	0.004122	0.008243	0.025245	0.004918	0.030793	0.004637	0.0	0.008964	0.004637	1.0
SCN9A	0.033394	0.002429	0.251518	0.008059	0.010929	0.006072	0.02793	0.030844	0.027322	0.011172	0.005389	0.00425	0.006403	0.008349	0.014815	0.004857	0.063752	0.166667	1.0	0.00425	0.005932	0.00425	0.008804	0.014815	0.012447	0.011536
SCNN1A	0.002114	1.0	0.002328	0.001486	0.002534	0.27119	0.0	0.002014	0.003072	0.006195	0.003053	0.003072	0.001486	0.002447	0.000532	0.001837	0.003183	0.004276	0.003357	0.005598	0.004415	0.00076	0.004767	0.004257	0.00057	0.002566
SCO2	0.05988	0.058719	0.101567	0.085458	0.145189	0.090063	0.0825	0.046199	0.058126	0.007437	0.361543	0.509115	0.063415	0.272618	0.065443	0.088879	0.628548	0.403304	0.08938	0.027457	0.0	0.08209	0.115941	0.164452	0.053046	0.009515
SDC2	0.410026	0.004149	0.541647	0.022242	0.587538	0.00193	0.112494	0.162389	0.004704	0.0	0.004165	0.00257	0.996694	0.720685	1.0	0.218534	0.011513	0.024533	0.000692	0.000657	0.001923	0.000307	0.001375	0.018954	0.053455	0.002228
SDPR	0.001576	0.00667	0.045664	0.228989	0.009504	0.001393	0.00022	0.044345	0.02497	1.0	0.002923	0.000391	0.0001	0.0	4.4e-05	2.4e-05	0.000635	0.000195	0.000342	0.001313	0.002092	0.0	0.00033	0.015788	0.001613	0.001429
SDR16C5	0.000558	0.06595	0.000223	0.00069	0.000446	1.0	0.0	0.000268	0.000372	0.000536	0.000879	0.00093	0.000223	0.000363	0.00058	0.001042	5.6e-05	0.000353	0.000112	0.000436	0.000815	0.000446	0.000186	0.000937	0.000335	0.003404
SEC14L5	0.0	0.027297	0.012766	0.008976	0.004663	0.015165	0.006473	0.006111	0.018606	1.0	0.017927	0.01607	0.014408	0.008692	0.005677	0.015527	0.003486	0.008013	0.006655	0.011494	0.022116	0.008284	0.006473	0.013065	0.018877	0.019692
SECTM1	0.01192	0.138812	0.068157	0.009592	0.013228	0.037991	0.0	0.053495	0.010767	0.040759	0.303917	0.62854	0.044409	0.371544	0.018519	0.067522	0.137351	0.067099	0.048834	0.01945	0.018025	0.009382	0.011959	0.30285	0.229367	0.014112
SEL1L2	0.042358	0.025824	0.139592	0.015804	0.017426	0.026874	0.014277	0.028343	0.017426	0.013857	0.026415	0.02215	0.317848	0.020706	0.011337	1.0	0.019001	0.020838	0.020575	0.015231	0.022675	0.019526	0.012702	0.018266	0.039996	0.032123
SELP	0.002336	0.017936	0.00547	0.109238	0.008358	0.01033	0.0	0.005935	0.068927	1.0	0.020647	0.017936	0.005412	0.006738	0.004752	0.004038	0.00385	0.005353	0.004836	0.01882	0.016538	0.004414	0.00655	0.035346	0.003075	0.013851
SEMA3B	0.025075	0.012208	0.013838	0.006419	0.007908	0.003006	1.0	0.033933	0.003329	0.013013	0.010335	0.008185	0.008462	0.009399	0.006798	0.008185	0.009572	0.008879	0.008416	0.003847	0.008772	0.006104	0.005179	0.018562	0.035931	0.021156
SERPINA1	0.000923	0.001144	0.000182	6.5e-05	0.000185	0.000618	0.0	0.00042	0.004404	0.003443	0.667788	1.0	0.145955	0.256691	0.125722	0.075567	0.101714	0.031339	0.002225	0.01345	0.004638	0.000216	0.002643	0.797144	0.626354	0.017022
SERPINB5	0.000358	0.27089	0.001545	0.00021	9.2e-05	1.0	3.1e-05	0.000277	0.000584	0.000646	0.00094	0.000784	0.00021	0.000185	0.000369	0.0	0.000154	0.000461	0.000108	0.00044	0.000813	0.000185	8.5e-05	0.000793	0.000277	0.001799
SERPINB7	0.004719	0.156643	0.083927	0.000948	0.000695	1.0	0.000278	0.002378	0.001182	0.000751	0.002021	0.001356	0.000664	0.000834	0.000834	0.001251	0.000487	0.000608	0.000417	0.001014	0.001348	0.00073	0.001669	0.000834	0.0	0.000991
SERPIND1	0.018948	0.020211	0.012948	1.0	0.016001	0.024422	0.010106	0.009095	0.017264	0.012632	0.020843	0.018527	0.013321	0.012948	0.015158	0.018527	0.017474	0.017474	0.016001	0.014699	0.022252	0.011369	0.012	0.017685	0.032212	0.025896
SERPING1	0.181802	0.008665	0.213908	0.002105	0.397768	0.005044	0.017977	0.321379	0.034358	0.013424	0.026464	0.022503	0.025525	0.567133	0.01001	0.079019	0.012739	0.019184	0.060999	0.002351	0.002756	0.0	0.000754	0.098211	0.129198	0.005367
SESN3	0.023868	0.036048	0.027559	0.027022	0.074803	0.170768	1.0	0.119242	0.021407	0.018258	0.016163	0.037894	0.00434	0.000707	0.000837	0.070128	0.015748	0.015748	0.004552	0.02974	0.048569	0.002092	0.000123	0.024902	0.005413	0.005413
SF3B14	0.0	0.0059	0.001934	0.003578	0.003321	0.010026	0.003321	0.005435	0.005384	0.010387	0.008124	0.010542	0.005337	0.008608	0.012399	0.006931	0.013056	0.007447	0.016474	0.021937	0.082081	0.009768	0.07173	0.019981	0.009381	0.011122
SFRP1	0.035455	0.005026	0.173349	0.05835	0.048007	0.105607	0.349803	1.0	0.003329	0.007687	0.004595	0.00207	0.00086	0.000961	0.00138	0.003	0.002234	0.002152	0.002179	0.001965	0.004041	0.001248	0.000372	0.005256	0.023752	0.006176
SFRP2	0.010384	0.001704	1.0	0.000269	0.0239	0.000451	0.015583	0.040516	0.002555	0.002275	0.00129	0.000651	2.3e-05	0.000125	0.000892	0.000651	0.0	0.0001	0.000752	0.000884	0.002004	0.0002	0.0001	0.000531	0.005762	0.002155
SFRP4	0.301878	0.005914	1.0	0.004868	0.061414	0.004797	0.025094	0.820062	0.008293	0.004137	0.005696	0.00674	0.004842	0.00464	0.006118	0.004603	0.005623	0.004992	0.005137	0.005173	0.006452	0.00402	0.003244	0.005186	0.003875	0.006497
SH2D1A	0.02085	0.008708	0.005948	0.010224	0.01018	0.01852	0.007727	0.011651	0.019092	0.027841	0.017815	0.021218	0.016334	0.0241	0.01018	0.019501	0.014677	0.015494	0.013777	0.186056	1.0	0.81352	0.182704	0.028626	0.018397	0.028945
SH2D1B	0.020552	0.092342	0.011261	0.013104	0.015766	0.013514	0.0	0.00991	0.016892	0.019369	0.072917	1.0	0.011261	0.010417	0.012613	0.009009	0.017455	0.019144	0.022523	0.027846	0.267238	0.038288	0.36768	0.020721	0.477477	0.099099
SH2D2A	0.005778	0.013048	0.00364	0.007619	0.007139	0.014188	0.002474	0.007574	0.017609	0.03631	0.01538	0.024503	0.014744	0.02436	0.005459	0.012218	0.006724	0.007139	0.006309	0.086627	0.098166	1.0	0.136566	0.02555	0.026343	0.017791
SH3BGRL2	0.005391	0.030644	0.005652	0.024146	0.012567	0.100906	0.003811	0.010703	0.013896	1.0	0.003553	0.001895	0.001693	0.001879	0.001738	0.001721	0.002581	0.001819	0.00196	0.004211	0.008077	0.00183	0.001481	0.006416	0.0	0.005815
SH3TC1	0.024411	0.184384	0.007921	0.395964	0.011427	0.001731	0.0	0.018283	0.09072	0.001247	0.463296	1.0	0.25639	0.205419	0.2759	0.13608	0.700658	0.602839	0.677458	0.072667	0.033041	0.101281	0.14188	0.019737	0.015062	0.009868
SHANK3	0.038179	0.064071	0.01887	1.0	0.059975	0.028378	0.043592	0.030017	0.264475	0.020538	0.01887	0.015506	0.035506	0.031158	0.010708	0.034815	0.010678	0.0177	0.023112	0.011809	0.020794	0.003511	0.0	0.01141	0.017992	0.016237
SHC4	0.00608	0.002368	0.005435	0.001487	0.003013	0.0	1.0	0.007663	0.000646	0.001464	0.001803	0.001291	0.0036	0.003336	0.001205	0.006457	0.002475	0.004412	0.003229	0.000724	0.002119	0.038528	0.001076	0.003788	0.000753	0.001722
SHE	0.0041	0.0164	0.080306	1.0	0.0	0.009626	0.007843	0.00271	0.044208	0.085279	0.014461	0.019608	0.004829	0.006239	0.009341	0.011765	0.003476	0.104727	0.001604	0.007454	0.015659	0.000357	0.001515	0.006132	0.011052	0.020411
SIDT1	0.001614	0.048888	0.003776	0.002147	0.001373	0.00357	0.0	0.003241	0.035567	0.201318	0.02247	0.012909	0.017053	0.005939	0.001758	0.00412	0.0539	0.064749	1.0	0.236186	0.174762	0.122219	0.208528	0.01214	0.005012	0.168978
SIGLEC1	0.001466	0.003666	0.000209	0.00278	0.001257	0.002933	0.0	0.001843	0.013092	0.00398	0.065605	0.02388	0.223071	0.41654	0.048598	0.39486	0.017125	0.016025	0.007541	0.003095	0.004681	0.001781	0.004137	0.006368	0.031631	0.004137
SIGLEC7	0.121479	0.121096	0.022993	0.072184	0.047008	0.12876	0.043942	0.108527	0.099636	0.182104	1.0	0.46088	0.707903	0.623108	0.679977	0.43942	0.459603	0.227374	0.142045	0.125695	0.187481	0.08584	0.22252	0.580034	0.566392	0.245258
SIRPG	0.012549	0.041626	0.006865	0.018889	0.004314	0.036379	0.010727	0.008745	0.023845	0.225621	0.034193	0.018598	0.034312	0.063926	0.010844	0.033464	0.016703	0.026031	0.04425	1.0	0.422841	0.783203	0.011893	0.047223	0.028946	0.06174
SIRT2	0.0	0.00168	0.011399	0.014901	0.013359	0.032877	0.022638	0.0467	0.018958	0.018095	0.032697	0.047916	0.018042	0.015119	0.040749	0.00568	0.028638	0.020878	0.024558	0.043698	0.04255	0.055436	1.0	0.117543	0.060235	0.013199
SKAP1	0.000764	0.009292	0.002873	0.008092	0.002934	0.010515	0.0	0.008118	0.038024	0.13767	0.020296	0.024208	0.019095	0.027082	0.009732	0.010515	0.012104	0.010637	0.008559	0.729273	0.334976	1.0	0.477809	0.029539	0.002323	0.155642
SKI	0.218694	0.013763	0.050803	0.070362	0.087167	0.042369	0.014573	0.058291	0.093644	0.001133	0.024389	0.001754	0.030176	0.017103	0.00081	0.007556	0.001957	0.005262	0.0	0.0552	0.925377	0.095938	0.207528	0.236404	0.141883	0.039671
SLAMF6	0.02912	0.059106	0.009162	0.024841	0.012902	0.052884	0.017668	0.017085	0.077905	0.082062	0.086014	0.067976	0.10478	0.095943	0.033449	0.053148	0.03521	0.03329	0.03885	0.512096	0.466235	0.460644	0.044676	0.114948	0.008467	1.0
SLAMF7	0.002032	0.001742	0.000625	0.001539	0.001176	0.01106	0.000342	0.001652	0.00198	0.004903	0.008061	0.018979	0.133528	0.447059	0.092431	1.0	0.009765	0.03193	0.02404	0.003187	0.023658	0.157415	0.016166	0.005296	0.989059	0.007815
SLAMF8	0.007528	0.000907	0.0	6.6e-05	0.000363	0.001088	0.000967	0.000435	0.001209	0.005805	0.022154	0.008586	0.478204	0.911991	0.591438	0.458217	0.179556	0.369634	0.003265	0.000792	0.004912	0.002721	0.003628	0.002032	0.140948	0.003175
SLC12A8	0.371343	0.072289	0.329604	0.033328	0.113024	0.101549	0.02008	0.308778	0.0	0.03821	0.032917	0.028686	0.460178	1.0	0.243373	0.134825	0.042742	0.042169	0.039587	0.014082	0.013107	0.055077	0.032989	0.057487	0.053356	0.036145
SLC14A1	0.049077	0.000296	0.006297	0.001266	0.006223	0.0	0.001185	1.0	0.003556	0.001007	0.001796	0.001778	0.001509	0.001185	0.000474	0.002667	0.001482	0.000593	0.001185	0.021267	0.014827	0.002074	0.084375	0.002963	0.002296	0.006741
SLC15A3	0.009667	0.012895	0.016177	0.00592	0.005603	0.002686	0.321138	0.011636	0.01037	0.005916	0.186835	0.215592	0.674315	1.0	0.501053	0.38211	0.2729	0.095212	0.137188	0.006211	0.006	0.003931	0.009196	0.213038	0.100992	0.029384
SLC16A10	0.001593	0.013052	0.00839	0.007119	0.003211	0.356949	0.000104	0.0	0.132691	0.083281	0.025676	0.02341	0.910133	0.290785	0.036047	0.446549	0.009815	0.007743	0.003988	0.104511	0.053748	0.007613	0.00606	0.013052	0.708745	0.022374
SLC16A6	0.096972	0.00183	0.0	0.021058	0.082091	0.048425	0.003049	0.000512	0.154057	0.342439	1.0	0.685146	0.742409	0.517976	0.486177	0.198701	0.489495	0.108072	0.036227	0.173352	0.198251	0.291648	0.97472	0.908023	0.465831	0.006953
SLC17A5	0.396856	0.171081	0.483002	0.32353	0.258177	0.099423	0.258177	0.264398	0.061405	0.15933	0.066618	0.029493	1.0	0.839507	0.937386	0.983285	0.028398	0.0	0.047235	0.088038	0.031106	0.064631	0.045737	0.046106	0.080529	0.000173
SLC19A3	0.001067	0.001956	0.000845	0.000744	1.0	0.032774	0.001067	0.000533	0.000919	0.003556	0.002678	0.003437	9.7e-05	0.000956	0.0	0.00077	0.000845	0.0004	3e-05	0.00143	0.002332	0.001067	0.000252	0.001778	0.003289	0.002845
SLC22A16	0.008148	0.020057	0.016547	0.011624	0.020224	0.011198	0.00819	0.012736	1.0	0.06007	0.083487	0.023232	0.135703	0.09176	0.09898	0.209761	0.018553	0.0117	0.012034	0.01559	0.025997	0.009527	0.024653	0.02116	0.004262	0.021561
SLC24A3	0.084617	0.001938	0.01088	6.4e-05	0.012921	0.018911	0.003641	0.005004	0.015035	1.0	0.003766	0.002878	0.002531	0.001145	0.0	0.003171	0.001762	0.00138	0.002467	0.001394	0.002263	0.001762	0.001967	0.020791	0.007224	0.003348
SLC26A11	0.034583	0.01225	0.055053	0.054333	0.021991	0.026173	0.027818	0.053527	0.002402	0.037634	0.026728	0.014448	0.449304	0.373896	1.0	0.287593	0.022929	0.005833	0.002402	0.127067	0.045883	0.031553	0.041831	0.005226	0.096274	0.003537
