Gene	Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory
SLC25A27	0.625237	0.161165	0.036002	0.063911	0.0	0.076979	0.031379	0.063375	0.469574	0.240359	0.334814	0.058157	0.234243	0.714018	0.680996	0.475907	0.210914	0.006997	0.295049	0.517025	0.045562	0.400024	0.239455	0.118358	0.259889	0.463988	1.0	0.546424	0.231199	0.312633	0.21627	0.111604	0.002223	0.011126
SLC25A35	0.007124	0.051434	0.058822	0.039518	0.04871	0.009021	0.046673	0.007124	0.007038	0.003455	0.000409	0.028271	0.024557	0.011064	0.012559	0.007381	0.011892	0.067628	0.050021	0.018894	0.127098	0.014151	0.009934	0.0	0.00737	0.019757	0.00756	0.00318	0.008059	0.011437	0.005584	0.02957	0.024192	0.030778
SLC25A48	3.8e-05	0.000125	0.000195	0.0	2.3e-05	8e-06	0.000296	1.2e-05	0.006598	4.2e-05	4e-06	0.000296	4.1e-05	3.1e-05	0.000125	0.00169	0.000325	0.104301	4e-06	0.004474	0.000864	5.4e-05	5.8e-05	5.4e-05	0.008234	3.4e-05	2.8e-05	4.1e-05	2.4e-05	6.6e-05	0.001758	0.0	3.2e-05	5.2e-05
SLC26A8	0.003741	7.3e-05	0.000117	0.052708	0.001419	0.00341	0.000181	0.000353	0.002357	0.000918	0.000372	0.005174	2e-05	0.00154	0.003295	0.000939	0.000199	0.002284	1.0	0.00349	0.000538	0.001637	0.003911	2.9e-05	0.010682	0.002093	0.002696	0.001277	0.001646	0.015888	3.1e-05	0.0	1.5e-05	2.7e-05
SLC27A2	0.001946	0.024801	0.002285	0.0	0.024427	0.002456	0.017963	0.167693	0.603498	0.11486	0.136682	0.004749	0.003703	0.011107	0.001389	0.002275	0.000174	0.013197	0.047551	6.1e-05	0.0372	1.7e-05	0.002778	0.030467	4e-06	0.004008	0.030646	1e-05	0.003484	0.002133	0.010228	0.014682	0.034882	0.214579
SLC27A5	0.004661	0.145211	0.217049	0.007043	0.132426	0.107961	0.068842	0.144837	0.028774	0.031519	0.214588	0.062578	0.055954	0.099108	0.027409	0.003166	0.231591	0.029225	0.004498	0.109074	0.090799	0.041415	0.040674	0.0	0.21313	0.240428	0.185623	0.394525	0.068842	0.01409	0.007455	0.208535	0.209407	0.191232
SLC28A3	0.002775	1.3e-05	0.000405	0.007473	0.00209	0.000795	0.000575	1e-06	0.000731	0.001657	0.03756	0.000648	0.001285	0.000795	0.001581	0.001473	0.002976	1.0	0.027842	0.000346	0.002583	0.003644	0.0017	0.004174	0.000293	0.000726	0.000454	0.003116	0.00198	0.001376	0.00277	0.0	3e-06	5e-06
SLC29A1	0.116055	0.0	0.012756	0.086622	0.00771	0.64288	1.0	0.262373	0.307472	0.072989	0.025687	0.059537	0.124386	0.060942	0.056438	0.049084	0.253681	0.342219	0.011218	0.020159	0.109251	0.037932	0.062518	0.097886	0.131107	0.022163	0.030766	0.115312	0.144563	0.062074	0.063659	0.000807	0.000981	0.008798
SLC2A1	0.027065	0.071619	0.073051	0.0	0.021341	0.025799	0.015928	0.007107	0.523847	0.215799	1.0	0.064431	0.076462	0.016015	0.002442	0.027726	0.213487	0.00033	0.007782	0.007709	0.01902	0.014325	0.041203	0.09324	0.006376	0.007312	0.040931	0.031135	0.3329	0.034573	0.034323	0.009245	0.010823	0.022662
SLC2A9	0.011841	0.00024	0.008423	0.19004	0.005498	0.002924	0.006559	0.003468	1.0	0.133053	0.316407	0.012241	0.01456	0.007614	0.0	0.002721	0.36449	0.19127	0.074595	0.004796	0.006201	0.00913	0.003423	0.008816	0.00599	0.013468	0.019971	0.010721	0.009068	0.003545	0.000777	0.016907	0.005224	0.004276
SLC30A3	0.000402	0.000619	4.6e-05	0.0	5e-06	0.019766	0.091202	0.195497	0.002306	0.000525	1e-06	0.003202	1e-05	0.0005	0.002398	0.000162	7.6e-05	0.1089	0.000109	0.002144	0.000202	0.005509	0.000616	0.00184	0.001788	0.00072	0.000401	0.00311	0.001507	0.003304	0.009089	0.00016	0.000501	1.2e-05
SLC35E4	0.103073	0.011194	0.022612	0.032851	0.027496	0.303583	0.493611	0.367554	0.126988	0.0747	0.113453	0.111909	0.15709	0.094156	0.152684	0.190761	0.157494	0.11066	0.019289	0.040797	0.137499	0.161191	1.0	0.347018	0.253768	0.13662	0.117292	0.108482	0.244476	0.143702	0.282746	0.005674	0.017335	0.034811
SLC35F2	0.019795	0.160849	0.19114	0.002986	0.025971	0.866103	0.62526	0.64567	0.250899	0.800432	0.638244	0.108176	0.144056	0.086797	0.084177	0.04272	0.638514	0.013949	0.0	0.057465	0.246095	0.049529	0.343815	0.202942	0.015111	0.159865	0.09631	0.174509	0.0804	0.080044	0.29338	0.067304	0.124355	0.111012
SLC38A11	0.003281	1.0	0.242848	3.1e-05	0.00091	2e-06	6.4e-05	3e-06	4.4e-05	0.007189	5.3e-05	6.4e-05	0.00093	0.004146	0.002249	0.001552	7e-05	0.0	0.000837	0.004606	0.002452	0.00113	1.2e-05	0.001372	0.000442	0.003528	0.004305	9e-06	0.005098	0.006344	0.008837	2e-06	7e-06	1.1e-05
SLC38A2	1.0	0.006717	0.0	0.032056	0.030513	0.144813	0.025646	0.173748	0.42778	0.031398	0.299615	0.226072	0.266999	0.388469	0.377822	0.192882	0.074953	0.051556	0.020463	0.02795	0.106015	0.360094	0.118247	0.152842	0.253468	0.081476	0.213394	0.099642	0.18704	0.128905	0.20605	0.056103	0.014999	0.005706
SLC38A7	0.399994	0.090182	0.073414	0.168253	0.06828	0.350034	0.330063	0.497023	0.62601	0.270689	0.39033	0.172731	0.282253	0.384834	0.256625	0.632353	0.120743	0.338323	0.0	0.693551	0.224418	1.0	0.484408	0.264298	0.385876	0.535223	0.535425	0.46852	0.507799	0.372533	0.485616	0.085013	0.043292	0.060306
SLC39A14	0.769313	0.008959	0.015362	0.001489	0.026453	0.269919	0.171325	0.402804	0.675112	0.628508	0.330206	0.223031	0.274595	0.33186	0.157439	0.285026	0.269627	0.01668	0.0	0.317063	0.300797	0.672214	0.469223	0.794346	0.1818	0.177836	0.471535	0.317255	0.708849	0.289168	0.567419	0.017112	0.024433	0.028735
SLC3A1	0.0	0.135142	0.040117	0.004394	0.028446	0.000991	0.000193	0.001389	0.000125	1.0	0.015795	0.000193	0.008725	0.0047	0.001783	0.002691	0.000215	0.00159	0.277161	0.004123	0.000617	0.00473	0.001876	0.012088	0.004196	0.001146	0.000504	0.010242	0.001343	0.006585	0.001284	0.049715	0.019011	0.013414
SLC44A5	0.023271	0.592592	0.174662	0.0	0.013336	0.661383	0.105756	0.239793	0.218169	0.221838	0.088067	0.038172	5.3e-05	0.008149	0.014766	0.022797	0.167667	0.000376	4e-06	0.010394	0.001157	0.009356	7.6e-05	0.030759	0.135411	0.01356	0.009815	0.039104	0.092736	0.008975	0.02044	0.237219	4.2e-05	0.067582
SLC46A2	0.000211	1.7e-05	2.6e-05	0.252698	3e-06	1e-06	4e-05	2e-06	2.7e-05	6e-06	1e-06	4e-05	0.000464	0.000126	1.7e-05	4e-06	4.4e-05	0.001107	0.00162	1.7e-05	0.000116	0.000351	8e-06	0.000166	4e-06	5e-06	4e-06	5e-06	3e-06	9e-06	8e-06	0.0	4e-06	7e-06
SLC4A10	3.8e-05	0.000125	0.000195	3.4e-05	0.264948	0.005245	0.018651	0.00033	0.005231	4.2e-05	4e-06	0.000297	4.1e-05	3.1e-05	0.000125	0.000949	0.000326	0.0	0.001088	0.019884	0.000866	5.5e-05	0.002318	0.001678	3.1e-05	3.4e-05	0.000715	4.1e-05	0.006351	0.007996	5.7e-05	0.009265	0.122932	1.0
SLC4A4	0.177743	8e-05	0.003467	0.000235	0.657021	0.011117	0.006057	0.0009	0.003274	0.946411	0.012713	0.034544	0.422054	0.477291	0.074831	0.040416	0.053455	0.0	0.000275	0.010818	0.050942	0.721746	0.029127	0.862768	0.0196	0.465638	1.0	0.112259	0.207244	0.719528	0.227619	0.002918	0.023817	0.440898
SLC5A9	5.6e-05	0.008199	0.007536	0.009133	0.003208	0.0	0.000547	0.011477	0.000372	0.058511	0.003228	0.000546	0.003408	4.4e-05	0.000221	0.002655	0.000602	0.000537	1.0	0.011641	0.001625	8.7e-05	9.3e-05	8.7e-05	4.4e-05	4.9e-05	3.8e-05	6.2e-05	3.1e-05	0.00011	9.3e-05	1.2e-05	0.001622	8.3e-05
SLC6A12	0.000467	2.5e-05	4.5e-05	0.176736	0.00451	0.000355	7.3e-05	0.002707	0.002276	0.026475	0.001272	7.3e-05	2e-06	0.001041	2.5e-05	0.000508	8.1e-05	1.0	0.267575	0.038243	0.000231	6e-06	6e-06	0.002512	0.001701	0.0	0.000715	0.00166	0.00015	0.004719	0.000384	4.4e-05	0.000999	0.00151
SLC6A7	0.002514	0.000135	0.00021	0.006166	0.000673	9e-06	0.00032	1.3e-05	0.000221	4.5e-05	0.000279	0.00032	4.4e-05	3.4e-05	0.000135	0.003888	0.000351	0.080732	5e-06	0.00014	0.000933	0.001449	0.001639	0.002304	0.003386	3.7e-05	3.1e-05	4.4e-05	0.005599	7.2e-05	0.001527	0.0	3.5e-05	5.6e-05
SLC7A5	0.007997	0.0	0.001218	0.001841	0.00108	0.003332	0.008498	0.001263	1.0	0.003402	0.096355	0.001297	0.02116	0.007599	0.005008	0.004349	0.307671	0.013321	0.003092	0.131718	0.038457	0.020967	0.007494	0.003227	0.000878	0.001382	0.00491	0.003884	0.010539	0.003921	0.008189	0.000272	0.002479	0.001419
SLC7A8	0.659853	0.004543	0.004657	0.0	0.001086	0.00458	0.001582	0.003831	0.158608	0.001883	0.051902	0.100305	0.060336	0.039176	0.151521	0.259376	0.434079	0.123292	0.008079	0.181842	0.06799	0.040983	0.014617	0.002246	0.42768	0.148852	0.014744	0.048741	0.039473	0.107333	0.135144	0.004625	0.019749	0.003672
SLC9A2	0.000549	7.1e-05	0.000111	0.0	1.3e-05	0.000652	0.004883	0.000342	0.012398	0.089365	0.008353	0.000169	0.000547	1.8e-05	0.001383	0.000493	0.009798	0.02105	3e-06	7.4e-05	0.000492	0.001736	0.002197	3.1e-05	1.8e-05	0.000648	1.6e-05	2.3e-05	1.4e-05	0.002037	3.3e-05	0.000133	1.8e-05	3e-05
SLC9A9	0.301391	0.455394	0.265313	0.618625	0.270605	0.01678	0.011001	0.100402	0.086546	0.0	0.027547	0.155801	0.028064	0.870767	0.382401	0.563338	0.053994	0.14353	0.024384	0.036691	0.017312	0.072953	0.105653	0.046137	0.096289	1.0	0.233826	0.253972	0.040594	0.741319	0.086317	0.320373	0.495326	0.336062
SLCO2B1	0.000238	1.6e-05	2.5e-05	0.000352	3e-06	0.002883	0.004187	0.051007	2.6e-05	0.20631	0.009867	0.004708	5e-06	0.000949	0.00572	0.000746	4.2e-05	0.301939	1e-06	0.414486	0.000111	0.002808	0.001697	0.001482	0.000713	0.000222	0.003672	0.000406	0.000106	0.000287	0.004605	0.0	4e-06	7e-06
SLCO4C1	1.1e-05	0.00616	0.002769	0.126489	0.990705	0.000109	0.000125	0.0	0.008411	1.0	0.01092	0.003071	0.000488	0.000409	0.001451	0.007094	0.010276	0.101224	0.767918	0.001843	0.006039	0.064244	0.004442	0.002157	9e-06	0.000496	7e-06	1.3e-05	6e-06	2.4e-05	0.001609	0.001129	0.001688	0.100727
SLIT3	0.004977	1e-05	1.5e-05	0.0	4.9e-05	0.002606	0.000862	0.00017	0.064017	0.005278	0.010585	1.0	0.38459	0.025491	0.265431	0.512707	0.03834	0.006043	1e-05	0.000911	6.8e-05	0.171573	0.008789	0.042145	0.149711	0.009869	0.059102	0.228138	0.675592	0.036571	0.005408	0.0	3e-06	0.000393
SLPI	0.003503	1e-06	1e-06	9.6e-05	0.0	2.2e-05	2e-06	0.00032	0.007115	0.056572	0.510263	7.5e-05	0.001203	0.000177	0.002253	0.0	0.008855	0.0	0.039341	1e-06	6e-06	0.000521	0.0	0.000139	0.000138	0.000875	0.001051	0.0	0.000177	5.2e-05	0.0	0.0	0.0	0.0
SMAD5	0.193199	0.052152	0.033046	0.029535	0.059394	0.125266	0.103546	0.098185	0.190867	0.102671	0.08354	0.225543	0.125214	0.115424	1.0	0.193441	0.099492	0.027637	0.007516	0.101723	0.085059	0.152542	0.159671	0.117936	0.099719	0.129593	0.100848	0.101943	0.098478	0.141143	0.10844	0.0	0.027465	0.039854
SMAD6	0.924636	0.001474	2.6e-05	0.053692	0.000174	0.214192	0.172288	0.115444	0.0083	0.08795	0.005336	0.557373	0.139987	0.096673	0.204792	0.213637	0.001371	0.001279	0.003151	0.011023	0.075249	0.300996	0.132746	0.252803	0.74218	0.377028	0.296042	1.0	0.247521	0.185734	0.103417	0.000263	0.000647	0.0
SMAD7	0.328231	0.019142	0.0	0.44702	0.741321	0.100814	0.067119	0.036716	0.208833	0.588716	0.256904	0.284628	0.252043	0.219824	0.165318	0.228726	0.220256	0.090835	0.139119	0.060968	0.025836	1.0	0.056099	0.473375	0.407233	0.255052	0.443488	0.934427	0.80792	0.127305	0.1939	0.092608	0.268857	0.521381
SMC2	0.259839	0.092012	0.069745	0.045009	0.146786	0.171145	0.167191	0.114599	0.065431	0.10471	0.039554	0.100347	0.208256	0.068356	0.340374	0.040834	0.119187	0.099085	0.0	0.086681	0.171479	0.049548	0.174426	0.25924	1.0	0.059165	0.060797	0.103087	0.128586	0.126297	0.252734	0.087476	0.076086	0.096313
SMPD3	0.002997	0.008628	0.133975	0.011309	0.075019	0.00108	0.001908	0.001177	4.5e-05	3e-06	0.00034	0.00149	0.006264	0.000724	0.000616	0.00334	0.002738	0.00026	0.025826	0.003317	0.010319	0.004035	0.000599	0.001768	0.0	0.001149	0.001454	2e-06	0.000668	0.00203	0.000934	0.008864	0.020076	0.016777
SMPDL3A	0.070769	0.000672	0.00103	0.117802	0.001967	0.017787	0.017045	0.022224	0.029171	0.030294	0.033987	0.055668	0.075318	0.187377	0.080869	0.085445	0.024241	0.180955	0.041444	0.271802	0.051696	0.096047	0.034286	0.049545	0.022373	0.247377	1.0	0.070357	0.044522	0.131301	0.104341	2e-06	0.0	0.000272
SMURF2	0.192997	0.037482	0.001262	0.020689	0.040888	1.0	0.401074	0.327754	0.218541	0.211703	0.146781	0.008595	0.276146	0.300089	0.179569	0.199632	0.287208	0.0	0.100295	0.005932	0.109241	0.342971	0.425333	0.866189	0.247588	0.237469	0.317892	0.369583	0.459161	0.247086	0.424507	0.084287	0.01499	0.024247
SMYD3	0.083124	0.105291	0.18304	0.001735	0.166881	0.076025	0.05253	0.080116	0.039597	0.072059	0.028736	0.069143	0.182626	0.391264	0.210583	0.191381	0.051041	0.0	0.040447	0.160581	0.07129	1.0	0.094225	0.205591	0.064872	0.315885	0.201044	0.515401	0.14827	0.246765	0.271023	0.091576	0.10898	0.102497
SNAI1	0.18623	0.0	9.5e-05	0.656445	0.035965	0.212041	0.578811	0.141704	0.000108	0.067865	0.000951	0.380444	1.0	0.034593	0.093763	0.137727	0.010603	0.001108	0.16913	0.00343	0.14223	0.124807	0.007089	0.075656	0.054754	0.027663	0.060287	0.128028	0.111728	0.033004	0.011605	0.008498	0.007153	0.010819
SNORA71B	0.001419	0.77129	1.0	0.057755	0.300768	0.034851	1.1e-05	0.004988	0.007386	0.003251	0.003335	1.1e-05	0.004422	0.00235	3e-06	0.003596	1.3e-05	0.049016	0.065679	0.004766	3.8e-05	0.0	0.018533	0.0	0.005065	0.002452	0.003154	0.002322	0.003347	0.003038	0.002155	0.035043	0.546295	0.330757
SNTB2	0.662711	0.0	0.01235	0.041527	0.277648	0.878701	0.468132	0.984983	0.173114	0.169788	0.136533	0.430318	0.139979	0.5483	0.275119	0.838	0.241204	0.033503	0.228088	0.231577	0.332001	0.333123	0.335126	0.291166	0.337562	0.679114	0.601367	0.702405	0.653788	1.0	0.788158	0.046455	0.117579	0.161886
SNX18	0.107783	0.069786	0.02182	0.328873	0.113894	0.083749	0.054898	0.018568	0.257783	0.0	0.122039	0.250155	0.085932	0.369371	0.094237	0.578176	0.02608	0.059328	0.448882	0.069671	0.039435	0.241172	0.080656	0.201597	0.121983	0.374764	0.376554	0.283196	0.248838	0.80954	0.121948	0.015138	0.010959	0.033964
SNX22	0.000394	1.0	0.603173	0.00576	0.020047	0.005955	0.00408	0.000726	0.000878	0.001045	0.0	0.00054	0.004056	0.001455	0.001035	0.001017	0.000481	0.004581	0.032974	0.000492	0.001421	0.000818	0.001503	0.000639	0.00016	0.001911	0.000761	0.00162	0.000103	0.002348	0.002781	0.000696	0.021169	0.019162
SNX25	0.407089	0.488993	0.805543	0.008704	0.237332	0.285043	0.144847	0.620863	0.271526	0.339538	0.232653	0.158509	0.212804	0.374396	0.735337	0.352801	0.109364	0.086477	0.0	0.846563	0.17552	1.0	0.217615	0.845926	0.379816	0.246181	0.598455	0.327616	0.541477	0.283868	0.577659	0.185242	0.157308	0.215806
SOCS1	0.029441	0.173702	0.074492	0.001833	0.080226	0.016599	0.060783	0.004909	0.030871	0.022429	0.014919	0.041985	0.049791	0.38923	0.062716	0.068646	0.096341	0.0	0.24761	0.023681	0.104292	0.018207	0.021683	0.023243	0.019599	0.219558	0.065509	0.011914	0.060783	0.653792	0.069574	0.148116	0.229472	0.158206
SORCS3	9.6e-05	0.000319	0.000498	9e-06	5.8e-05	0.002067	0.000758	3e-05	0.000522	0.101521	0.017326	0.000756	0.000104	8e-05	0.033539	0.001585	0.000831	0.0	0.000749	0.000331	0.002207	0.000139	0.022041	0.000139	8e-05	8.8e-05	7.3e-05	0.000104	0.002772	0.00017	0.004492	1.0	0.034951	0.000133
SOX5	1.0	0.036206	0.218034	0.000371	0.000893	0.016225	8.4e-05	0.001539	5.8e-05	0.003552	0.000274	0.019545	0.000441	0.172218	0.037444	0.004168	9.3e-05	0.0	0.000158	0.385648	0.09476	0.034092	0.053502	0.020399	0.055303	0.056866	0.05337	0.00363	0.03103	0.070595	0.081282	0.000133	9e-06	0.002463
SP140	0.000687	0.718905	1.0	0.037286	0.16661	0.000461	0.00045	0.000364	0.0	0.007963	0.000315	0.000208	0.000945	0.000622	0.000546	0.001532	6e-06	0.03356	0.180495	0.000238	0.005013	0.000371	0.000954	0.001248	0.000804	0.001141	0.00032	0.000853	0.001046	0.0013	0.005088	0.160538	0.23841	0.266517
SPA17	0.431401	0.0	0.011855	0.077785	0.001723	0.146662	0.325324	0.12129	0.124394	0.292592	0.104944	0.045299	0.293532	0.316299	0.103705	0.116391	0.705064	0.278044	0.027066	0.109089	1.0	0.16263	0.327854	0.224346	0.450961	0.275648	0.317617	0.253826	0.089965	0.365922	0.434415	0.016134	0.013907	0.00296
SPAG16	0.467702	0.137469	0.089983	0.0	0.076236	0.088566	0.081172	0.106596	0.126839	0.313062	0.171824	0.195041	0.255263	0.332334	1.0	0.407308	0.119114	0.042759	0.008088	0.201722	0.143808	0.39934	0.189559	0.284136	0.24674	0.448911	0.243761	0.292697	0.182045	0.314455	0.145654	0.128263	0.114695	0.103141
SPAG17	0.689404	0.009671	0.014557	0.351628	8.3e-05	0.001072	0.001085	0.001455	0.069905	1.0	0.150745	0.001083	0.012539	0.035505	0.017678	0.159607	0.05355	0.005186	1.6e-05	0.017228	0.003162	0.315489	0.007103	0.008426	0.012452	0.013612	0.040972	0.009002	8.9e-05	0.006194	0.033827	0.0	0.000119	0.005176
SPAG4	0.221467	0.117084	0.211092	0.0	0.11929	0.34801	0.128204	0.643194	0.135252	0.801098	0.349228	0.325447	0.656744	0.265368	0.094661	0.09861	0.124958	0.015959	0.232342	0.101952	0.39779	0.103303	0.426823	1.0	0.176489	0.345096	0.737911	0.450707	0.72616	0.35526	0.281151	0.076138	0.085685	0.038619
SPAG5	0.192074	0.03335	0.081897	0.074589	0.038667	0.495637	0.907687	0.262467	0.001557	0.07258	0.0	0.043709	0.331987	0.077955	0.240753	0.045354	0.589344	0.176139	0.073875	0.355641	0.786864	0.036894	0.606346	0.555905	0.50705	0.060974	0.06033	0.1193	0.10723	0.339312	1.0	0.11437	0.063716	0.094774
SPARC	0.023994	7e-06	2e-06	7.9e-05	2e-06	0.007341	0.005747	0.004515	0.00128	0.000737	0.000129	0.010633	1.0	0.002447	0.019821	0.009959	0.000901	0.005388	3e-06	0.004236	0.009678	0.08083	0.004909	0.006617	0.007914	0.004021	0.011329	0.007053	0.047271	0.005795	0.003138	3e-05	8e-06	0.0
SPATA12	0.008151	0.000454	0.000708	0.000275	8.3e-05	0.040711	0.082718	0.072077	0.013658	0.00742	0.001091	0.040252	0.000149	0.000114	0.015666	0.003825	0.001182	0.999385	1.6e-05	0.012363	0.00314	0.000198	0.010064	0.000197	0.009465	0.004134	0.000103	0.022285	0.008761	0.021613	0.012302	0.0	0.000118	0.000189
SPC24	0.126566	0.0	0.001751	1.3e-05	0.024015	0.447094	0.518659	0.328898	0.012159	0.093186	0.011771	0.096467	0.116133	0.11609	0.184866	0.044371	0.231049	0.032482	0.007353	0.15756	0.591581	0.031472	0.6021	0.386863	0.520346	0.176189	0.099113	0.198149	0.078513	0.421106	1.0	0.00566	0.006811	0.013664
SPCS2	0.122724	0.154706	0.142158	0.161205	0.216368	0.117063	0.111885	0.066128	0.045257	0.083236	0.074893	0.320008	1.0	0.034479	0.077769	0.093452	0.210108	0.210354	0.125613	0.037124	0.114616	0.089171	0.090085	0.083834	0.082658	0.146508	0.096804	0.165985	0.117745	0.087887	0.107942	0.112602	0.172753	0.180041
SPECC1	0.441762	0.03167	0.013623	0.491143	0.28512	0.009974	0.029488	0.0	0.850424	0.562246	0.34909	0.232109	0.00771	0.150333	0.064243	0.117086	0.351115	0.269636	0.273729	0.234056	0.104964	1.0	0.026583	0.100076	0.046428	0.001646	0.047167	0.110816	0.016825	0.00223	0.071387	0.008813	0.061393	0.082621
SPESP1	0.170871	0.0	0.013931	0.0284	0.00315	0.19765	0.264795	0.199414	0.606657	0.146437	0.498206	0.607832	0.12858	0.455586	0.155829	0.160295	0.74799	0.169336	0.19978	0.239125	0.072771	0.17413	0.455259	0.262912	0.250905	1.0	0.153696	0.227004	0.374908	0.641203	0.14278	0.014943	0.005923	0.012599
SPINK1	2.9e-05	9.7e-05	0.000151	0.0	1.8e-05	0.000256	0.00023	9e-06	0.000159	0.160287	0.052604	0.00023	3.2e-05	2.4e-05	9.7e-05	2.3e-05	0.000252	0.032398	3e-06	0.018372	0.000671	4.2e-05	4.5e-05	0.007269	2.4e-05	2.7e-05	0.003278	0.017218	0.032712	5.2e-05	0.007953	0.0	2.5e-05	4e-05
SPINT2	0.013754	0.046532	0.056091	0.044172	0.000194	0.002267	0.004885	0.020969	0.820944	0.5188	1.0	2e-06	0.005615	0.003567	0.002942	0.005155	0.660572	0.015832	0.01912	0.0	0.00345	0.000869	3.3e-05	0.003752	0.027684	0.001147	0.001642	0.007345	0.007395	0.00096	0.000582	0.022054	0.025523	0.008755
SPNS2	0.003698	0.000606	0.000807	0.001164	0.002386	0.076824	0.280028	0.476497	0.003376	1.0	0.088546	0.001416	0.00081	0.000499	0.001067	0.000442	0.001031	0.000749	0.060927	0.0	0.00181	0.000285	0.002489	0.005382	0.002196	0.00076	0.027267	0.000683	0.001235	0.002645	0.000549	0.002153	0.003047	0.004914
SPOCK1	0.188463	2e-06	3e-06	0.004386	1.8e-05	0.246472	0.005915	0.004466	0.014952	0.151238	0.018445	0.266757	0.418992	0.030009	0.225849	0.014374	0.023793	9.6e-05	0.0005	0.053128	0.013841	0.345924	0.053717	0.211809	0.17461	0.103684	0.682164	0.584063	1.0	0.056841	0.142153	8.3e-05	0.0	0.0
SPOCK2	2e-05	0.229774	0.258316	0.007447	0.333854	0.00066	0.007948	0.008666	0.036528	0.036591	0.004791	0.002651	2e-06	0.00043	0.000656	0.000394	0.001996	0.0	0.047615	0.000494	0.000435	0.000552	0.000252	0.000209	0.000507	0.003052	0.000693	3.3e-05	0.00065	0.001597	0.000226	0.694943	1.0	0.804574
SPON2	0.011405	0.001332	0.000906	0.000808	0.44336	0.0	0.001892	0.000639	0.000112	0.033136	0.003352	0.177277	0.002903	0.204627	0.124963	0.340003	0.001328	0.083235	0.003614	0.028704	0.262809	0.016789	0.17117	0.005523	0.000685	0.429646	0.274185	0.026495	0.002564	0.666383	0.128437	0.002136	0.003954	0.043227
SPP1	6.5e-05	0.0	1e-06	7e-06	0.0	5e-06	0.000159	2.8e-05	0.052999	1.0	0.00658	1e-06	0.001141	7.9e-05	0.001548	0.001483	0.000472	0.881724	0.005032	0.008407	0.000386	0.002805	0.000473	0.005104	1.7e-05	9.7e-05	0.000259	5.8e-05	0.00164	0.000117	0.016381	2e-06	0.0	0.0
SPRED1	0.425769	0.009836	0.007973	0.08745	0.011911	0.287145	0.104373	0.240272	0.587901	0.284538	0.235303	0.450621	0.228789	0.4298	0.505935	0.813158	0.244615	0.47976	0.037887	0.784921	0.326814	0.351659	1.0	0.838563	0.851104	0.606729	0.475822	0.982575	0.511012	0.532444	0.554792	0.0	0.00077	0.014181
SPRED2	0.369326	0.010413	0.0	0.050228	0.042222	0.088328	0.212204	0.083423	0.430904	0.217485	0.168755	0.610477	0.630081	0.232009	0.426679	0.554982	0.637584	0.306981	0.258059	0.204652	0.502729	0.450709	0.91868	0.422374	0.576333	0.158533	0.208883	0.182322	0.520628	0.23997	0.24967	0.003418	0.007258	0.007606
SPRY1	4.8e-05	0.025117	0.0	0.000596	0.002931	0.046052	0.058611	0.079943	0.013616	0.01015	0.010591	1.0	0.007978	0.03381	0.070471	0.043182	0.007932	0.004282	0.001808	0.006116	0.017446	0.007357	0.024248	0.055966	0.067195	0.021273	0.031859	0.032717	0.071339	0.020223	0.00406	0.001805	0.007627	0.006633
SPSB1	0.289466	0.008367	0.001881	0.0	0.000326	0.308348	0.183813	0.500644	0.826488	0.290956	0.320961	0.279822	0.212911	0.267607	0.324349	0.224239	0.153549	0.547093	0.001819	0.37218	0.16018	0.215439	0.217495	0.312763	0.28722	0.611194	0.380648	1.0	0.33314	0.462536	0.278251	0.006272	0.057427	0.040881
SPTLC3	1.0	0.0	2.9e-05	0.000658	0.092994	0.016819	0.028888	0.017665	0.306277	0.480103	0.124233	0.336631	0.064285	0.119871	0.446909	0.092831	0.291054	0.001366	0.000342	0.043601	0.091129	0.344862	0.424942	0.114178	0.375555	0.293103	0.134943	0.063712	0.0825	0.147587	0.070536	0.025609	0.013004	0.003912
SQSTM1	0.311139	0.06186	0.083131	0.091874	0.066055	0.151459	0.275744	0.243656	0.177376	0.180114	0.325118	0.275744	0.084661	0.703412	0.531968	0.498435	0.062404	0.121534	0.077748	0.520836	0.117212	0.498435	0.320735	0.20443	0.288363	0.433409	0.369188	0.177376	0.916091	1.0	0.555729	0.025505	0.049385	0.04485
