Gene	Chondrocyte.articular	B.cell.naive	B.cell.memory	Monocyte.CD14	NK.cell.CD56	Endothelial.large.blood.vessel	Endothelial.microvascular.mammary.or.endometrial	Endothelial.microvascular.non.reproductive	Epithelial.cell.mammary	Epithelial.renal.cortical	Epithelial.respiratory	Fibroblast.cardiac.ventricle	Fibroblast.of.arm	Fibroblast.of.lung	Fibroblast.of.the.aortic.adventitia	Fibroblast.or.papilla.dermal.cell	Hair.follicular.keratinocyte	Macrophage	Mature.neutrophil	Melanocyte.of.skin	Myometrial.cell	Osteoblast	MSC.like.pluripotent.cell	Myocyte.regular.cardiac	Smooth.muscle.cell.aortic	Smooth.muscle.cell.bronchial	Smooth.muscle.cell.of.bladder	Smooth.muscle.cell.coronary.artery	Smooth.muscle.cell.pulmonary.artery	Smooth.muscle.cell.of.trachea	Smooth.muscle.cell.uterine	T.Cell.CD4	T.cell.CD4.memory	T.cell.CD8.memory
TJP3	0.000507	0.856174	0.737948	0.007276	0.482969	0.002227	0.002251	0.015681	0.175739	2.033757	1.328645	0.002248	0.044588	0.000465	0.001095	0.000455	0.506896	0.174854	0.000284	0.001126	0.006073	0.00062	0.015826	0.00062	0.007406	0.01534	0.000446	0.000529	0.000418	0.015231	0.044208	4.523616	7.364428	2.661113
TK1	27.262274	0.517408	1.436958	0.294288	2.888272	35.9728	65.908007	42.697149	2.571645	9.822988	2.101083	2.91245	31.289965	14.745303	14.939095	24.783565	45.617029	9.05226	1.295181	24.124912	100.314042	7.029136	38.845824	41.21574	48.846927	10.816761	13.51892	9.979307	13.067112	62.385139	55.691413	0.117363	0.629032	1.314755
TKTL1	0.000507	0.226499	0.227085	0.112324	20.306631	0.010706	0.104257	0.02355	0.001631	0.000537	0.000284	0.002248	0.000529	0.021386	0.001095	0.000455	0.041974	0.000485	1.407963	0.061137	0.006073	0.00062	0.000642	0.00062	0.000464	0.000485	0.000446	0.000529	0.000418	0.000701	0.000639	2.965909	4.811373	2.942671
TLE2	1.702598	0.403577	0.001565	0.007835	1.43249	7.189606	3.610343	5.663819	2.352722	4.404129	0.603055	26.46778	1.852427	1.386766	2.858726	0.680552	0.452414	0.021619	0.000284	0.353964	0.637464	1.15998	0.342505	0.614815	1.402188	1.371701	1.174801	1.954415	5.374568	0.64925	0.326799	5.483126	2.71311	2.087
TLR10	0.000507	16.571906	54.594327	0.586609	0.117363	0.00031	0.002251	0.000333	0.001631	0.000537	0.00495	0.002248	0.01122	0.000465	0.001095	0.000455	0.002444	0.024146	15.776869	0.072742	0.006073	0.015445	0.00912	0.011529	0.000464	0.000485	0.000446	0.000529	0.004111	0.025272	0.000639	0.093539	0.029391	0.009778
TM4SF1	296.831618	0.001096	0.001565	0.000254	0.000407	399.252202	222.193075	699.134196	120.496015	57.589541	41.511027	145.301594	4.622742	99.946326	112.455809	0.706548	90.930026	0.048885	0.000284	322.537872	74.716169	90.398799	247.795681	338.063098	840.613491	58.656627	148.186786	109.475102	233.207811	96.967222	67.33346	0.930476	0.000472	0.000604
TM4SF18	0.208806	0.001096	0.001565	0.000254	0.000407	58.283404	83.346688	158.723775	0.001631	5.105354	0.551315	0.487302	0.006718	0.006585	0.221617	0.082214	0.172071	0.000254	0.011611	2.330859	0.006073	0.044171	0.121158	0.242734	1.064359	0.01534	0.198041	0.542164	0.121561	0.078969	0.094866	0.157921	0.000472	0.000604
TM7SF2	1.704709	6.832373	6.642032	2.867441	5.91366	5.5791	4.428479	6.261197	2.878866	12.526336	12.398938	1.292044	0.972315	23.973073	2.893411	9.832201	6.259119	6.090517	2.629384	3.453873	19.55249	3.003676	3.792116	4.036088	3.304616	3.769218	11.516658	3.736156	3.52415	6.357099	10.567426	5.855854	5.255294	5.773774
TMC4	0.168065	0.001096	0.308864	1.165853	2.06739	0.116493	0.0465	0.111581	16.494577	4.291189	15.37863	0.180248	0.056456	0.111198	0.226338	0.232691	6.796219	0.129141	3.769218	0.203051	0.006073	0.16164	0.178165	0.278448	0.081065	0.321639	0.092046	0.054597	0.043807	0.234839	0.138617	0.129141	0.427926	0.250417
TMCO6	5.333821	7.130166	5.172351	5.62729	4.887428	5.52388	8.295369	5.290833	1.275667	4.464182	6.152596	25.924088	5.577607	5.623972	64.060266	3.230632	12.424516	2.929487	13.172082	5.33864	17.811018	2.667957	9.324636	3.3003	2.373954	2.901893	2.312563	5.094136	2.386483	3.207288	3.366074	6.292212	5.816865	6.591536
TMEM114	0.000507	0.001096	0.001565	0.000254	0.000407	0.00031	0.002251	0.000333	0.001631	0.000537	0.04593	0.002248	0.000529	0.000465	0.001095	0.027812	0.002444	9.559688	0.000284	0.001126	0.006073	0.00062	0.000642	0.00062	0.000464	0.000485	0.000446	0.000529	0.000418	0.000701	0.000639	0.000254	0.000472	0.000604
TMEM119	9.633256	0.018049	0.02704	0.146936	0.119856	0.029091	0.128066	0.03346	0.323452	0.007386	0.105212	11.929725	25.268565	108.705652	47.117864	460.677198	0.216255	0.07758	6.576994	0.893367	2.701854	164.703692	48.744294	2.866925	4.168914	72.390159	23.955579	24.106653	14.039901	211.56221	28.182752	0.110045	1.327573	0.824302
TMEM121	1.884358	0.274535	0.524865	0.001076	0.24223	2.711313	1.28925	2.721434	1.97629	1.109739	0.595929	4.279394	3.410311	2.313729	1.565287	1.450314	1.384337	0.000649	0.000284	2.065901	3.545678	0.690026	1.220599	3.072722	3.792116	3.903203	4.482914	6.160998	3.599106	2.895167	3.04514	0.262658	1.621384	0.247029
TMEM135	10.230668	6.644317	3.817995	6.254346	9.863562	6.908484	7.297203	9.499401	12.310584	6.41532	4.745243	14.308277	4.877075	8.414605	9.029892	15.315601	5.785467	16.775764	3.263182	22.676917	11.487406	17.626525	11.349923	5.584612	11.569553	13.890976	13.334236	7.782933	8.114137	28.543507	6.362423	10.6953	4.975276	7.336127
TMEM169	0.060989	0.517408	0.481267	0.090451	0.649704	0.044208	0.129141	0.103555	0.573051	1.961691	0.120706	0.075271	0.111739	0.153557	0.059431	0.233517	0.085513	0.076818	1.784982	6.188832	0.773807	0.253587	0.268251	0.097869	0.181664	0.112086	0.052244	0.149622	0.176837	0.131189	0.19491	1.102369	0.415732	0.256475
TMEM200A	13.190728	0.055441	0.254943	0.000529	0.374797	0.230964	0.282535	0.168774	1.097432	1.15787	0.132876	0.452774	16.392874	18.856241	37.903711	9.501937	4.404129	0.000649	0.001124	0.001126	2.59189	16.45932	1.161866	65.345631	34.519413	13.544463	25.666702	25.474853	60.113809	17.250325	37.70887	0.396943	3.362492	0.856174
TMEM232	1.214673	1.985748	0.549174	0.063237	0.267888	0.413606	0.291958	0.273801	0.662521	1.24337	0.43113	1.305779	0.80257	2.279592	1.393815	1.045163	0.111581	0.285645	0.331225	0.702957	0.317937	0.602306	2.065901	1.049508	1.843703	4.935413	1.346412	1.325227	0.61675	2.097277	0.630314	0.816935	0.655393	0.270789
TMEM40	0.000507	0.301049	0.149062	0.518971	0.004451	0.014722	0.002251	0.020578	21.944416	0.525991	11.044076	0.002248	0.000529	0.01462	0.001095	0.030059	22.038137	0.000404	0.006036	0.001126	0.006073	0.00062	0.021386	0.00062	0.011174	0.030005	0.000446	0.000529	0.019595	0.028862	0.000639	0.019449	0.115568	0.040002
TMEM45B	0.000507	0.001096	0.001565	0.348861	0.004451	0.238849	0.32485	0.744089	0.084232	0.839574	74.001518	0.002248	0.000529	0.000465	0.001095	0.000455	2.906324	0.90305	11.955261	0.001126	0.006073	0.00062	0.000642	0.00062	0.032868	0.1718	0.007358	0.014	0.010632	0.000701	0.000639	3.590035	2.809	0.018714
TMEM88	0.212425	0.877255	1.190347	3.886513	0.11768	6.096615	104.597607	15.661334	0.066543	0.063237	0.162537	0.318748	0.102861	0.044834	0.042655	0.054014	0.138249	0.040267	13.032675	0.116417	0.112894	0.113781	0.084008	0.14785	0.147692	0.101018	0.109386	0.086921	0.046227	0.121939	0.118624	0.368029	0.238325	0.060385
TMIGD2	0.000507	0.001096	0.149062	0.061446	47.730861	0.00189	0.002251	0.002249	0.001631	0.000537	0.000284	0.002248	0.000529	0.000465	0.001095	0.047753	0.002444	0.000254	0.038894	0.018087	0.006073	0.00062	0.000642	0.00062	0.000464	0.000485	0.000446	0.000529	0.000418	0.000701	0.000639	17.580615	6.488888	2.71991
TMSB4Y	0.153328	0.001096	0.001565	0.304926	0.98331	0.278115	0.002251	0.242734	0.001631	0.269313	0.087471	0.151855	0.275801	0.040496	0.068906	0.000455	0.370029	0.227881	0.02455	0.024968	0.006073	0.1066	0.024334	0.038837	0.375822	0.041203	0.024718	0.099009	0.065856	0.000701	0.000639	0.439985	0.000472	1.701752
TMTC1	48.184926	0.001096	0.001565	4.003562	0.000407	5.798989	3.899713	2.583917	49.124737	0.111739	5.241509	35.442184	4.786308	68.215888	12.020118	25.22522	4.972891	4.352876	6.792437	14.616309	20.766593	23.587794	38.448761	20.960427	25.948857	10.548319	38.845824	25.691645	26.704666	31.525487	9.931753	0.000639	0.006065	0.000604
TMTC2	5.325885	1.717595	1.345032	13.579176	0.292953	2.029951	2.199864	3.958223	8.983195	1.924386	4.482914	5.598275	0.725473	3.336959	19.478526	7.169028	1.304813	1.416791	3.583918	14.351554	1.4958	0.70192	0.813818	2.40418	1.151827	8.327728	19.219413	4.925031	4.413052	3.530987	3.169425	1.15469	1.930149	1.471677
TNC	761.77965	0.001096	0.001565	0.009091	0.000407	0.60761	1.448041	1.536353	80.380311	118.86112	104.421984	0.535759	87.495173	257.253472	9.882756	410.247621	90.818828	2.725945	0.000284	20.314764	12.051534	330.272499	33.053191	16.051014	13.92648	25.037043	26.432952	8.510348	140.814114	74.263849	173.497635	0.0003	0.007392	0.000604
TNF	0.000507	0.856174	3.724946	320.437125	1.179312	0.00031	0.060385	0.005405	0.001631	1.513152	0.270123	0.002248	0.026082	0.000465	0.001095	0.019696	1.76897	0.788148	9.70399	0.055046	0.006073	0.00062	0.053923	0.00062	0.000464	0.000485	0.000446	0.007695	0.000418	0.000701	0.012096	0.549174	4.163856	2.412935
TNFAIP6	156.679627	0.042871	0.001565	20.209408	0.032626	0.09634	0.105498	0.058635	0.166193	1.750448	0.645257	11.792393	4.001567	17.483072	18.143634	7.243056	0.192742	1.663812	38.471977	15.852575	24.106653	20.175915	8.237894	20.044584	9.094491	29.905541	99.331241	23.833911	7.409143	12.346708	47.937288	0.000254	0.000472	0.000604
TNFRSF10D	10.673712	1.81493	1.841367	4.01047	0.05573	57.409318	10.778747	14.893717	19.078262	18.039443	17.381731	8.064368	32.55119	11.363664	5.943577	7.489244	4.637441	7.166515	2.506828	1.642762	30.123579	5.953425	13.408426	24.639299	10.755075	18.961788	16.727538	15.684331	45.767543	13.832528	10.265941	4.745243	2.749369	0.739568
TNFRSF11A	0.014005	0.001096	0.001565	0.018194	1.117206	1.348216	1.490895	12.360803	0.166193	0.565775	0.164297	0.123949	0.057617	0.148009	0.185986	0.077281	0.173536	2.766835	0.100808	0.168774	0.006073	0.017853	0.108579	0.508017	0.541619	0.045959	0.045233	0.163335	0.448024	0.209393	0.082732	0.139419	0.462962	0.036525
TNFRSF13B	0.000507	1.886031	44.415705	0.003703	0.027428	0.00031	0.002251	0.000333	0.001631	0.000537	0.006017	0.002248	0.02872	0.000465	0.001095	0.000455	0.002444	0.000254	0.000284	0.001126	0.006073	0.00062	0.000642	0.00062	0.000464	0.027725	0.000446	0.000529	0.000418	0.000701	0.012096	0.060989	0.000472	0.000604
TNFRSF25	0.505092	0.355606	0.209853	0.843452	7.397078	4.603592	4.023969	3.700078	2.336233	1.486868	8.421144	1.342308	1.822543	0.314381	0.925828	1.150299	11.831527	0.001127	0.155265	0.078612	0.645257	1.191273	0.695948	2.097277	2.457454	2.201312	1.030878	2.634839	3.329111	0.784377	1.239696	68.995842	108.283942	33.858086
TNFRSF4	0.021386	0.094479	0.149062	0.07213	8.385607	0.516737	0.380866	1.285156	0.001631	0.007386	0.014659	1.950942	0.013063	0.04619	0.108762	0.027098	0.002444	0.632512	1.934835	0.001126	0.006073	0.027812	0.036856	0.00062	0.040807	0.026622	0.060641	0.007695	0.03584	0.043952	0.030764	0.700123	27.13655	1.269714
TNFSF10	1.708642	3.670069	3.940596	51.579375	11.705216	16.849964	4.896202	45.925129	1.06221	207.381393	25.691645	3.3003	0.110844	0.879697	0.930476	0.681764	10.101887	3.001121	145.568513	0.234525	1.578718	1.148189	0.168065	0.572704	1.044508	4.376607	1.842513	1.820154	0.21195	2.098511	0.591783	13.602413	25.901522	9.75406
TNFSF4	0.153557	1.113284	0.754451	0.593789	0.885434	21.841222	8.966123	1.911602	0.084232	0.25273	0.120037	0.502282	1.964399	0.689213	0.32505	0.292219	0.257559	0.241634	3.250947	0.282535	7.732885	0.293946	0.910812	2.74831	0.593789	0.445647	0.906117	3.822297	1.126749	0.297141	0.424391	1.055859	0.917033	0.6711
TNFSF8	0.000507	3.637835	1.887292	20.69027	1.192027	0.005771	0.002251	0.000333	0.001631	0.000537	0.000284	0.002248	0.022891	0.000465	0.001095	0.004451	0.002444	16.436347	10.259679	0.001126	0.006073	0.00062	0.000642	0.00062	0.000464	0.000485	0.000446	0.000529	0.000418	0.000701	0.000639	37.651124	48.04826	18.830595
TNIP3	0.273221	0.001096	0.001565	0.309085	0.379028	0.259058	0.768301	0.08505	0.001631	0.097332	0.016819	0.231266	0.893367	0.128434	0.114033	0.428999	0.503657	0.029004	0.000284	0.19246	0.138249	0.22239	0.256287	0.123238	0.085388	0.18306	0.053223	0.015759	0.075105	0.172645	0.212989	0.585713	0.312647	4.322444
TNNC1	0.636769	0.578321	0.536296	0.006494	0.12181	0.052151	0.048629	0.055786	0.110728	0.195319	0.170917	0.104349	0.078408	0.174854	0.453132	1.384337	0.002444	0.000254	0.017503	0.062683	0.006073	0.083064	20.766593	0.618176	0.698248	0.259407	0.557317	4.965651	0.425241	0.099308	0.076475	2.321932	2.195004	0.452414
TNNI3K	0.351164	0.466918	0.28101	0.069776	0.210929	0.042871	0.080644	0.056757	0.001631	0.036564	0.557113	0.159326	0.000529	0.307697	0.247029	0.35543	0.002444	0.198041	0.02732	0.113538	1.48895	0.205775	0.361859	0.055758	0.478266	1.16978	0.550761	0.267478	0.025465	0.484	0.163421	0.496267	0.279642	0.212989
TNNT1	1.358609	0.001096	0.001565	7.103611	0.000407	0.613154	0.492139	0.736997	5.80657	1.104312	31.400301	0.002248	0.573399	3.065113	0.801632	0.272294	40.392041	2.626503	0.027481	0.193562	2.482064	0.036856	2.260677	1.240654	0.503127	15.137728	0.901545	0.779389	0.516057	4.291189	1.318808	0.002152	0.000472	0.000604
TNPO1	99.005135	28.43534	18.577829	18.808114	22.786411	246.573827	121.802318	168.249621	84.354278	79.959839	129.916162	54.21422	51.391018	94.696045	445.755399	95.287704	37.513719	45.490952	22.786411	172.9071	114.543297	108.283942	117.007423	150.268274	131.258791	138.265674	206.139664	178.465185	121.97513	99.005135	194.164634	34.003949	22.299973	20.865405
TNS1	50.886076	0.029391	0.02704	1.599018	0.004451	14.554733	11.424238	19.977648	7.314498	43.74714	1.158922	59.738177	35.067945	20.865405	40.721841	43.431524	1.181537	10.322795	0.111907	6.987301	13.634454	19.839719	36.415317	75.186264	38.21683	40.670117	26.295877	38.909661	110.152391	49.26279	31.136057	0.023054	0.015882	0.007754
TNXB	10.771861	0.427576	1.042544	1.16978	0.341818	0.484512	0.645257	2.056276	0.055613	0.075863	0.540408	18.823827	4.303084	38.091414	75.283037	23.341892	0.211434	0.085765	8.005528	0.050301	0.49443	3.093045	44.994767	2.348944	18.010717	11.3704	49.510725	12.372334	13.918299	14.479501	1.884358	1.461928	0.379928	0.741353
TOMM34	4.813444	5.779535	4.076107	2.860578	3.149685	11.645394	23.322445	6.634684	12.241036	7.944031	8.895195	9.521616	25.093101	4.680817	5.715102	6.369371	23.473288	5.191626	3.036227	5.51214	39.236536	5.736742	17.650726	11.745662	7.940946	6.216222	5.757921	5.522021	5.745904	8.68815	20.20341	3.096696	3.05978	2.911691
TOP2A	31.607571	0.44451	0.163804	0.23968	2.134888	35.398985	43.283881	18.350102	1.029035	8.247843	1.081758	6.934853	21.555709	8.437418	34.857269	3.203748	35.027837	7.732885	2.372754	14.797951	35.324597	4.941409	39.9287	34.278631	27.743309	3.848677	4.745243	4.696152	8.165782	29.478797	57.35803	0.32078	1.272554	1.48895
TOP3A	14.759992	10.246239	8.488387	21.585982	12.450166	11.5215	16.033996	7.132649	10.548319	4.960282	6.996217	15.425384	8.463003	5.947384	54.667331	14.708904	10.328228	6.112631	29.783573	16.099915	6.93315	13.733542	16.094601	9.782966	6.386503	3.881162	5.174767	6.488888	7.766082	7.773302	11.338437	10.419147	9.771237	10.600877
TOX2	0.011799	0.001096	0.070325	0.072742	0.081134	1.268825	11.01109	0.488842	0.262123	0.000537	0.01724	1.440099	4.729249	1.674071	0.688354	0.241101	0.777694	0.006379	2.756319	0.023166	8.21542	0.33885	0.387931	0.647283	0.066543	0.716783	0.535759	0.430081	0.544226	0.908831	0.582211	0.163421	0.247342	0.177386
TPM1	392.196542	2.772647	3.817995	5.903457	5.141511	170.121311	76.587985	130.792778	1141.312759	1111.550674	139.325041	49.044434	1941.534844	121.184131	228.490267	312.851633	42.075544	4.22497	9.638816	34.477723	123.99609	1111.550674	56.322261	389.60669	421.786539	160.677942	209.402979	479.938501	457.442128	76.889629	245.345811	6.441906	3.316696	4.301824
TPM2	249.171809	0.289407	0.163804	0.852214	2.29178	60.735948	17.978739	4.155795	257.253472	21.859409	19.146745	258.53408	1537.594169	328.840273	472.724956	162.297839	37.192868	5.380446	4.864404	4.126818	431.195078	340.465237	220.008592	320.437125	279.215249	399.252202	417.862305	310.975113	240.473349	340.465237	485.37252	17.835503	6.656469	3.528908
TPO	0.000507	0.001096	0.001565	0.000254	0.000407	0.00031	0.002251	0.030703	0.001631	0.000537	0.001894	0.002248	0.000529	0.000465	0.001095	0.000455	0.09534	0.000254	0.015453	0.001126	0.006073	0.00062	0.000642	0.00062	0.000464	0.000485	0.000446	0.000529	0.000418	0.000701	0.000639	0.004689	3.292193	0.011574
TPP1	30.47771	20.082724	11.399288	51.503547	13.481351	39.519958	29.121485	36.897313	24.3164	16.532678	22.55825	38.947215	23.322445	41.279148	21.281816	62.999785	9.415969	46.452285	21.397834	89.790914	18.5694	44.20623	25.88177	27.636524	39.759574	29.478797	25.106501	24.14867	126.381468	36.77274	32.726396	7.507809	8.444668	10.673712
TPRG1	0.989243	0.081341	0.114433	0.743737	2.627953	0.126628	0.05607	0.076117	0.990705	0.144586	0.581561	0.305772	0.000529	0.466159	1.516228	0.776295	0.26152	20.314764	2.762931	0.09132	0.530494	1.535066	0.952684	0.127935	0.135797	0.165147	0.21466	2.177862	0.137561	0.074243	0.460979	0.413606	7.14856	34.07773
TPST1	22.834173	20.734135	1.725017	2.083222	2.03218	10.550828	7.831884	12.687567	40.291988	17.580615	11.876217	19.219413	21.190359	84.149216	25.88177	45.021509	14.35585	3.93527	20.386899	1.733085	22.281727	67.33346	24.794762	22.342335	23.728379	96.198312	121.802318	64.635206	29.441458	49.093008	23.380557	2.883708	0.960862	0.365353
TRAF3IP1	3.152221	1.907254	2.634839	1.818289	2.811457	3.03047	1.704709	2.546236	2.324128	4.144104	3.774489	2.883708	4.314383	2.951585	3.930232	2.664491	2.080642	1.235712	1.267563	2.143411	4.081345	2.519666	2.353679	2.389055	3.850761	5.014222	4.856865	7.653666	3.306415	2.132119	3.187525	2.453915	2.909394	3.160458
TREM1	0.109148	0.496267	0.001565	95.546783	0.08412	0.00031	0.002251	0.009091	0.175739	0.000537	1.69234	0.789852	0.01166	0.083349	0.059431	0.000455	0.127215	0.092514	604.715867	0.001126	0.006073	0.404163	1.899931	3.863466	0.161365	0.032225	1.328645	0.299025	3.648109	0.08505	0.282123	0.00333	0.000472	0.007754
TREM2	0.000507	0.15114	0.001565	0.165147	0.000407	0.00031	0.002251	0.000333	66.866297	0.000537	0.700123	0.070234	0.000529	0.049799	0.001095	0.021128	2.061932	165.434303	1.535066	0.001126	0.006073	0.138931	0.031691	0.00062	0.000464	0.044769	0.179436	0.032868	0.000418	0.111436	0.000639	0.000254	0.000472	0.000604
TREML4	0.011799	1.283699	0.114433	0.293241	0.000407	0.002158	0.002251	0.000333	0.001631	0.000537	0.000284	0.051195	0.000529	0.000465	0.001095	0.000455	0.002444	0.00671	9.587402	0.018087	0.006073	0.00062	0.000642	0.00062	0.000464	0.000485	0.026584	0.000529	0.005796	0.000701	0.017611	0.000254	0.000472	0.000604
TRHDE	0.000507	0.108269	0.001565	0.023366	0.000407	0.002227	0.426768	0.027688	0.093765	7.875638	0.18107	0.002248	1.15998	2.61609	1.378208	4.925031	0.360061	0.450649	0.000284	0.001126	11.034096	0.095838	0.092222	0.357733	0.004966	9.894857	5.226953	0.09372	0.767146	12.646099	38.05042	0.002224	0.000472	0.000604
TRIM54	0.000507	0.001096	0.001565	0.00027	0.070767	0.017911	0.201756	0.391869	0.001631	0.042918	0.033368	0.002248	0.000529	0.021386	0.001095	0.016784	0.041974	6.013801	0.000284	0.001126	0.127813	0.00062	0.218046	0.023918	0.061137	0.046549	0.025243	0.007695	0.019161	0.015231	0.117267	0.000254	0.006065	0.000604
TRIM7	0.544812	0.517408	0.351668	4.321064	0.092308	3.987408	5.567446	1.808618	2.056841	2.357205	10.679249	0.181856	1.34457	1.499449	0.498018	1.326369	26.682955	0.259407	0.022137	1.597878	1.684016	0.19769	3.339963	0.719868	4.734801	1.012591	0.87824	0.655992	0.694267	1.590531	0.740546	0.639228	0.395792	0.395331
TRIO	86.26422	107.378294	54.198259	32.329741	10.692976	84.149216	40.339153	58.168312	105.104346	117.007423	40.591866	36.126031	30.879847	93.691429	87.722209	130.792778	17.236669	31.846389	3.982547	76.412686	32.483691	113.899919	296.831618	90.201334	47.117864	71.134081	57.786268	73.490759	104.945929	120.008779	101.484785	1.694723	0.730816	1.636838
TRIOBP	30.546703	8.0181	9.236839	24.220646	10.442727	37.109456	52.875652	60.291851	54.48491	33.669753	18.519387	62.139734	49.481261	51.786376	63.402987	56.698471	18.504704	16.138729	30.803904	22.140972	81.392383	66.03915	95.712965	53.2486	53.45518	89.679923	54.283942	49.16572	74.001518	124.240299	78.603386	4.124848	6.484936	9.370329
TRNP1	1.997548	0.029391	0.001565	0.772028	0.004451	4.089862	58.656627	1.275667	44.431165	32.184109	8.247843	55.634371	49.002621	4.829075	4.880377	13.669373	49.481261	0.010373	0.053144	4.816575	59.325886	1.944738	24.72073	5.191626	0.921639	9.987667	5.571196	3.798493	4.80929	16.205378	15.593581	0.000319	0.031586	0.000604
TRPC1	11.664665	3.057458	1.509396	0.038149	0.135421	4.174102	0.938002	2.154941	10.20607	12.586195	3.135013	6.120735	4.175764	20.968454	8.720309	10.480285	2.586931	0.027752	0.275272	5.600222	5.518384	8.849746	9.550683	13.818254	12.112139	24.055707	15.391708	11.338437	13.172082	14.342656	16.285278	3.367819	2.837402	2.083222
TRPM6	0.02309	0.001096	0.001565	0.004006	0.000407	0.061137	0.262658	0.294822	0.978226	0.056757	0.040807	0.08673	0.000529	0.017984	0.053302	0.015325	0.221617	0.000254	17.327798	0.120706	0.09523	0.038602	0.054506	0.00062	0.000464	0.01085	0.09381	0.007695	0.008118	0.026082	0.028295	0.000254	0.000472	0.000604
TRPS1	68.215888	7.251195	5.508925	27.193005	4.637441	0.740546	0.787402	0.255199	53.52867	5.661866	5.723043	40.291988	8.662538	13.274759	23.701593	87.722209	5.063882	8.015863	5.769994	7.687261	5.986754	29.478797	18.291545	10.639901	42.811389	11.565987	13.877819	15.07399	21.848777	14.511668	11.249674	6.962255	6.551038	7.959515
TRPV1	0.462302	0.925402	0.376117	0.358253	0.484	0.272294	0.399439	0.32317	0.378504	0.437083	0.565775	0.764881	0.377025	0.581561	2.90862	0.840643	0.445647	0.182927	1.194676	0.552705	0.37826	0.638589	0.386226	0.312408	0.334045	0.75774	0.741353	0.381867	0.546347	1.000201	0.600983	0.667419	0.391544	0.139079
TSPAN12	0.821759	0.001096	0.001565	0.000254	0.000407	7.970131	7.016833	39.759574	1.034485	14.104988	1.104312	0.544226	0.451143	0.479451	1.105096	0.379643	0.046442	1.34457	0.000284	0.223991	0.404163	0.386226	0.270123	1.714602	1.103302	1.366977	3.051691	1.185488	1.098375	0.304516	0.512624	0.010669	0.000472	0.000604
TSPAN5	14.763491	1.916803	2.125598	0.070143	6.591536	15.971592	17.971439	36.31559	6.74204	5.632003	7.243056	22.496296	28.272265	39.541246	16.563009	25.69995	20.874034	0.082486	0.046711	0.658286	34.108618	14.308277	24.266353	22.749255	12.089903	24.930842	16.933425	10.736852	17.137189	50.886076	46.48303	2.711313	6.98939	6.764751
TTC16	0.010025	0.018049	0.001565	0.022761	3.745135	0.001527	0.002251	0.000333	0.030222	0.01534	0.002224	0.002248	0.019595	0.017984	0.001095	0.017217	0.002444	0.000254	0.059042	0.045233	0.092634	0.017853	0.030343	0.011529	0.036764	0.034283	0.040452	0.019686	0.016491	0.05615	0.037952	2.571645	2.211273	11.059752
TTC5	5.151165	7.532472	5.644865	3.706361	5.723043	8.126758	5.892903	9.017145	5.340341	5.61764	5.116673	3.362492	6.435974	8.080631	11.822604	6.131601	4.274037	5.118402	3.518917	6.12318	5.281357	6.114823	5.325885	8.188779	12.590408	17.283827	8.980665	17.753354	5.730212	7.339159	8.504918	4.658519	4.639765	4.704656
TTLL1	5.348243	1.220073	1.345032	1.839013	3.09515	3.280149	3.369015	4.062351	4.152231	4.103897	3.386164	3.298505	7.472934	5.382128	5.135386	6.12318	1.773517	2.531114	0.727989	5.185724	4.245005	5.889609	3.201566	4.567103	6.882437	9.876151	8.078031	11.876217	4.658519	5.335663	2.341806	2.978128	3.329111	4.639765
TTN	0.052326	10.507678	13.540389	0.055339	0.356722	0.768301	0.892362	0.654114	0.001631	0.030461	0.000284	0.063463	0.094112	0.149062	0.657278	0.021971	0.002444	0.001723	0.288386	0.001126	0.147692	0.00062	4.675414	0.339786	2.244102	0.101468	0.021259	0.090018	0.668217	0.522485	0.838799	26.374193	2.429703	2.514835
TTYH2	0.406386	0.666001	0.706548	12.24926	2.163819	0.725473	0.145871	0.313914	0.233825	0.078518	0.8673	5.253501	0.299025	0.295969	0.412478	1.019146	0.563671	8.310516	2.109647	40.028103	2.923812	0.39387	1.23742	0.456607	0.449157	2.559718	1.144796	1.899931	0.535097	1.063422	0.623761	1.815835	5.089152	4.404129
TUBA1B	468.017085	72.323257	87.834587	71.609131	100.314042	1383.833855	3056.488125	485.37252	328.840273	612.677767	135.873091	158.723775	783.201429	495.294428	559.538394	545.004207	1141.312759	291.123039	59.738177	901.564063	4105.668065	312.851633	2336.799048	1304.574217	901.564063	310.975113	324.656616	426.458043	631.813292	2257.871271	1814.386938	74.53125	100.636101	92.674409
TUBB1	0.000507	0.905598	0.481267	7.346039	0.264407	0.00031	0.002251	0.003102	0.001631	0.000537	0.000284	0.002248	0.038517	0.01162	0.016602	0.011587	0.002444	0.000704	0.409957	0.001126	0.006073	0.00062	0.012069	0.00062	0.025272	0.000485	0.005056	0.000529	0.005796	0.000701	0.012096	0.397492	1.917946	0.059155
TUBB2B	6.882437	0.055441	0.254943	0.075355	0.051017	0.953301	3.621382	1.371701	12.474404	12.069861	0.946536	0.002248	3.822297	1.523977	0.390705	1.434815	1.964399	0.861525	0.000284	38.091414	3.839919	2.282247	1.666933	1.323514	0.610645	0.65912	0.806195	2.285135	1.399848	1.095098	0.801632	0.015894	0.191089	0.041909
